,coin,v,price
0,FXSUSDT,10.3,8.43
1,FXSUSDT,106.7,8.431
2,FXSUSDT,63.4,8.432
3,FXSUSDT,194.5,8.442
4,FXSUSDT,348.3,8.443
5,FXSUSDT,337.9,8.445
6,FXSUSDT,47.4,8.446
7,FXSUSDT,151.1,8.448
8,FXSUSDT,309.5,8.457
9,FXSUSDT,3.2,9.015
0,STEEMUSDT,5335.8,0.249
1,STEEMUSDT,1688.0,0.2497
2,STEEMUSDT,2195.9,0.25
0,MOBUSDT,138.59,0.3804
1,MOBUSDT,3781.91,0.3824
0,RNDRUSDT,127.73,7.513
1,RNDRUSDT,281.77,7.514
2,RNDRUSDT,1228.33,7.515
3,RNDRUSDT,127.44,7.517
4,RNDRUSDT,279.36,7.52
5,RNDRUSDT,350.66,7.521
6,RNDRUSDT,46.1,7.524
7,RNDRUSDT,694.51,7.526
8,RNDRUSDT,16.85,7.527
9,RNDRUSDT,1008.51,7.53
10,RNDRUSDT,4348.35,7.534
11,RNDRUSDT,747.82,7.542
12,RNDRUSDT,542.37,7.548
0,GALUSDT,408.233,3.074
1,GALUSDT,1936.734,3.075
2,GALUSDT,509.825,3.076
3,GALUSDT,1806.318,3.082
4,GALUSDT,133.919,3.094
5,GALUSDT,8110.694,3.168
6,GALUSDT,3302.845,3.17
0,NEXOUSDT,473.65,1.168
1,NEXOUSDT,923.37,1.169
2,NEXOUSDT,1241.22,1.173
0,BIFIUSDT,0.115,351.0
1,BIFIUSDT,2.585,351.1
2,BIFIUSDT,0.943,351.3
3,BIFIUSDT,3.254,352.9
4,BIFIUSDT,4.862,376.0
0,PYRUSDT,150.399,6.626
1,PYRUSDT,0.0,6.628
0,ACHUSDT,54403.0,0.02738
1,ACHUSDT,17428.0,0.02739
2,ACHUSDT,32658.0,0.0274
3,ACHUSDT,35965.0,0.02741
4,ACHUSDT,21893.0,0.02742
5,ACHUSDT,74799.0,0.02745
6,ACHUSDT,25440.0,0.02749
0,PLAUSDT,6076.57,0.2159
1,PLAUSDT,16041.56,0.2161
0,ASTRUSDT,0.0,0.1593
1,ASTRUSDT,0.0,0.1594
2,ASTRUSDT,21872.2,0.1595
3,ASTRUSDT,64123.5,0.1596
4,ASTRUSDT,128805.7,0.1597
5,ASTRUSDT,67682.2,0.1598
6,ASTRUSDT,104421.7,0.1599
7,ASTRUSDT,180285.4,0.16
8,ASTRUSDT,190798.5,0.1601
9,ASTRUSDT,104008.0,0.1602
10,ASTRUSDT,13702.0,0.1604
11,ASTRUSDT,6707.7,0.1607
12,ASTRUSDT,241415.6,0.1608
13,ASTRUSDT,125499.9,0.1609
0,SANTOSUSDT,33.94,5.837
0,ENSUSDT,1641.84,21.59
1,ENSUSDT,890.44,21.6
0,SPELLUSDT,0.0,0.0009011
1,SPELLUSDT,196496.0,0.0009012
2,SPELLUSDT,0.0,0.0009013
3,SPELLUSDT,0.0,0.0009014
4,SPELLUSDT,79434.0,0.0009015
5,SPELLUSDT,87762.0,0.0009016
6,SPELLUSDT,87757.0,0.0009017
7,SPELLUSDT,96635.0,0.0009019
8,SPELLUSDT,433991.0,0.0009023
9,SPELLUSDT,1817766.0,0.0009058
10,SPELLUSDT,332000.0,0.0009059
11,SPELLUSDT,0.0,0.0009105
12,SPELLUSDT,834701.0,0.0009499
0,TUSDT,174548.0,0.02898
0,KP3RUSDT,0.33,77.12
1,KP3RUSDT,2.72,77.18
2,KP3RUSDT,0.0,77.2
0,LDOUSDT,707.5,3.308
1,LDOUSDT,7558.82,3.313
2,LDOUSDT,3408.56,3.46
0,ACAUSDT,14399.11,0.1023
1,ACAUSDT,120094.11,0.1024
0,SCRTUSDT,2576.7,0.91
0,JOEUSDT,1215.66,0.5673
1,JOEUSDT,2642.42,0.5676
0,API3USDT,1783.47,3.9
1,API3USDT,2211.2,3.901
2,API3USDT,863.64,3.906
3,API3USDT,1373.11,3.908
4,API3USDT,1805.73,3.912
0,APEUSDT,17425.28,1.779
1,APEUSDT,27102.36,1.78
2,APEUSDT,14240.58,1.781
3,APEUSDT,9357.31,1.782
0,FLUXUSDT,0.0,0.9697
0,BICOUSDT,399.38,0.3703
1,BICOUSDT,14607.45,0.3704
2,BICOUSDT,4080.05,0.3707
0,PEOPLEUSDT,162800.5,0.02915
1,PEOPLEUSDT,972885.1,0.0292
2,PEOPLEUSDT,362048.0,0.02921
0,GLMRUSDT,8200.2,0.4355
1,GLMRUSDT,8899.6,0.4356
2,GLMRUSDT,12475.3,0.4365
3,GLMRUSDT,4779.0,0.4368
4,GLMRUSDT,5621.2,0.438
0,JASMYUSDT,10296.4,0.015869
1,JASMYUSDT,14070.6,0.01587
2,JASMYUSDT,6469.0,0.015871
3,JASMYUSDT,0.0,0.015872
4,JASMYUSDT,10473.0,0.015873
5,JASMYUSDT,350.1,0.015874
6,JASMYUSDT,8691.3,0.015875
7,JASMYUSDT,10000.0,0.015876
8,JASMYUSDT,8691.2,0.015877
9,JASMYUSDT,8218.4,0.015878
10,JASMYUSDT,8691.8,0.015879
11,JASMYUSDT,31296.5,0.01588
12,JASMYUSDT,45802.6,0.015881
13,JASMYUSDT,37098.0,0.015882
14,JASMYUSDT,0.0,0.015886
15,JASMYUSDT,34323.3,0.015887
16,JASMYUSDT,9455.6,0.015889
17,JASMYUSDT,58309.9,0.01589
18,JASMYUSDT,62506.0,0.015891
19,JASMYUSDT,37683.0,0.015892
20,JASMYUSDT,8590.9,0.015893
21,JASMYUSDT,18549.4,0.015894
22,JASMYUSDT,472.6,0.015895
23,JASMYUSDT,2249.5,0.015896
24,JASMYUSDT,472.7,0.015897
25,JASMYUSDT,591120.1,0.015902
26,JASMYUSDT,52605.6,0.015907
27,JASMYUSDT,29215.4,0.015908
28,JASMYUSDT,37811.0,0.015913
29,JASMYUSDT,1808.4,0.01592
30,JASMYUSDT,30049.8,0.01594
31,JASMYUSDT,18549.4,0.015942
32,JASMYUSDT,2323.2,0.015943
33,JASMYUSDT,2628.8,0.015948
34,JASMYUSDT,252716.5,0.015952
35,JASMYUSDT,0.0,0.015956
36,JASMYUSDT,320062.0,0.015959
37,JASMYUSDT,75172.2,0.015963
38,JASMYUSDT,9525.5,0.015968
0,IMXUSDT,0.0,3.0727
1,IMXUSDT,960.14,3.0731
0,FXSUSDT,32.1,9.015
0,GALUSDT,59.74,3.073
1,GALUSDT,464.913,3.074
2,GALUSDT,1736.734,3.075
3,GALUSDT,709.825,3.076
0,ASTRUSDT,85134.1,0.1596
1,ASTRUSDT,102925.7,0.1597
2,ASTRUSDT,135825.8,0.1599
3,ASTRUSDT,182019.5,0.16
4,ASTRUSDT,191573.0,0.1601
5,ASTRUSDT,106353.5,0.1602
6,ASTRUSDT,132491.8,0.1609
7,ASTRUSDT,247678.4,0.161
8,ASTRUSDT,3266.0,0.1611
9,ASTRUSDT,200651.8,0.1621
10,ASTRUSDT,9050.9,0.1641
0,MOBUSDT,10998.56,0.389
1,MOBUSDT,2176.68,0.419
0,RNDRUSDT,195.65,7.51
1,RNDRUSDT,37.59,7.514
2,RNDRUSDT,200.55,7.515
3,RNDRUSDT,1221.26,7.517
4,RNDRUSDT,226.03,7.519
5,RNDRUSDT,103.54,7.52
6,RNDRUSDT,550.71,7.521
7,RNDRUSDT,167.66,7.525
8,RNDRUSDT,5916.84,7.529
9,RNDRUSDT,12.53,7.53
10,RNDRUSDT,52.62,7.532
11,RNDRUSDT,14.01,7.542
12,RNDRUSDT,281.64,7.548
13,RNDRUSDT,280.4,7.55
0,TUSDT,0.0,0.02926
1,TUSDT,170848.1,0.0293
0,VOXELUSDT,3024.9,0.2503
0,BIFIUSDT,0.043,350.9
1,BIFIUSDT,1.827,351.0
2,BIFIUSDT,0.087,351.3
0,LDOUSDT,3928.52,3.312
1,LDOUSDT,10711.51,3.315
0,SPELLUSDT,0.0,0.0009012
1,SPELLUSDT,0.0,0.0009013
2,SPELLUSDT,87758.0,0.0009014
3,SPELLUSDT,87767.0,0.0009015
4,SPELLUSDT,87762.0,0.0009016
5,SPELLUSDT,8669300.0,0.0009041
6,SPELLUSDT,1819649.0,0.0009058
7,SPELLUSDT,4463702.0,0.0009067
8,SPELLUSDT,1046394.0,0.000909
9,SPELLUSDT,0.0,0.0009367
0,QIUSDT,54070.0,0.01702
1,QIUSDT,130115.0,0.01703
0,KP3RUSDT,2.87,77.17
1,KP3RUSDT,0.0,77.19
0,CVXUSDT,322.225,5.014
1,CVXUSDT,434.343,5.015
2,CVXUSDT,34.145,5.018
