,coin,v,price
0,FTMUSDT,14349.0,0.4149
0,ZILUSDT,0.0,0.02365
1,ZILUSDT,196079.2,0.02369
2,ZILUSDT,118576.2,0.02372
3,ZILUSDT,89950.2,0.02374
4,ZILUSDT,20613.4,0.02375
5,ZILUSDT,138534.8,0.02377
0,EOSUSDT,44489.9,0.798
1,EOSUSDT,145210.2,0.799
2,EOSUSDT,16806.1,0.8
0,TFUELUSDT,811.0,0.04997
1,TFUELUSDT,5255.0,0.04998
2,TFUELUSDT,9240.0,0.04999
0,LTCUSDT,151.666,69.93
1,LTCUSDT,165.419,69.97
2,LTCUSDT,128.681,70.04
3,LTCUSDT,1174.699,70.05
4,LTCUSDT,32.679,70.06
0,WAVESUSDT,6867.83,2.381
1,WAVESUSDT,8228.92,2.382
2,WAVESUSDT,10611.88,2.383
0,BATUSDT,12810.0,0.2556
1,BATUSDT,14474.0,0.2557
2,BATUSDT,9704.0,0.2558
0,BTCUSDT,1.12859,51587.11
1,BTCUSDT,0.0013,51587.14
2,BTCUSDT,0.00104,51587.16
3,BTCUSDT,0.00013,51587.19
4,BTCUSDT,0.00013,51587.24
5,BTCUSDT,0.02987,51611.9
6,BTCUSDT,0.0,51612.45
7,BTCUSDT,0.0,51612.51
8,BTCUSDT,0.0,51612.53
9,BTCUSDT,0.0,51630.91
10,BTCUSDT,0.14,51636.39
11,BTCUSDT,0.24243,51676.72
12,BTCUSDT,0.02,51687.11
0,ADAUSDT,17709.3,0.5888
1,ADAUSDT,119912.4,0.589
2,ADAUSDT,53172.1,0.5891
3,ADAUSDT,70377.6,0.5892
4,ADAUSDT,4546.0,0.5913
5,ADAUSDT,8160.6,2.11
0,QTUMUSDT,1561.3,3.344
1,QTUMUSDT,103.3,3.346
2,QTUMUSDT,1142.2,3.36
3,QTUMUSDT,3.0,3.369
0,ONGUSDT,6809.0,0.3428
0,THETAUSDT,132.5,1.293
1,THETAUSDT,7917.0,1.294
2,THETAUSDT,12665.4,1.295
3,THETAUSDT,20006.2,1.296
4,THETAUSDT,14264.2,1.297
5,THETAUSDT,1270.3,1.305
0,FETUSDT,0.0,1.1177
1,FETUSDT,0.0,1.1178
2,FETUSDT,0.0,1.1179
3,FETUSDT,0.0,1.118
4,FETUSDT,61.0,1.1181
5,FETUSDT,9.0,1.1182
6,FETUSDT,18.0,1.1183
7,FETUSDT,269.0,1.1184
8,FETUSDT,196.0,1.1185
9,FETUSDT,190.0,1.1186
10,FETUSDT,1801.0,1.1188
11,FETUSDT,4597.0,1.1189
12,FETUSDT,3765.0,1.119
13,FETUSDT,1648.0,1.1191
14,FETUSDT,2249.0,1.1192
15,FETUSDT,654.0,1.1193
16,FETUSDT,19089.0,1.1194
17,FETUSDT,454.0,1.1195
18,FETUSDT,1888.0,1.1196
19,FETUSDT,951.0,1.1197
20,FETUSDT,2877.0,1.1198
21,FETUSDT,6204.0,1.1199
22,FETUSDT,22528.0,1.12
23,FETUSDT,2799.0,1.1202
24,FETUSDT,695.0,1.1203
25,FETUSDT,6797.0,1.1204
26,FETUSDT,4689.0,1.1206
27,FETUSDT,7576.0,1.1207
28,FETUSDT,246.0,1.1209
29,FETUSDT,7723.0,1.121
30,FETUSDT,128.0,1.1212
31,FETUSDT,27035.0,1.1213
32,FETUSDT,1789.0,1.1214
33,FETUSDT,27751.0,1.1215
34,FETUSDT,1543.0,1.1216
35,FETUSDT,6610.0,1.1217
36,FETUSDT,0.0,1.1218
37,FETUSDT,1897.0,1.1219
38,FETUSDT,13.0,1.1222
39,FETUSDT,2399.0,1.1223
40,FETUSDT,435.0,1.1227
41,FETUSDT,74.0,1.1233
42,FETUSDT,86.0,1.3983
0,BNBUSDT,148.297,381.0
1,BNBUSDT,293.448,381.2
2,BNBUSDT,218.236,381.3
0,ZRXUSDT,2505.0,0.361
1,ZRXUSDT,591.0,0.3612
2,ZRXUSDT,3552.0,0.3614
0,MATICUSDT,247.5,0.9747
0,HOTUSDT,851450.0,0.002348
1,HOTUSDT,112825.0,0.002359
0,ONEUSDT,14972.0,0.02221
1,ONEUSDT,138494.1,0.02229
2,ONEUSDT,12223.4,0.02255
0,ATOMUSDT,189.7,10.255
1,ATOMUSDT,415.74,10.256
2,ATOMUSDT,518.12,10.257
3,ATOMUSDT,2571.31,10.27
4,ATOMUSDT,0.73,10.297
5,ATOMUSDT,16.24,10.298
0,MTLUSDT,2925.8,1.612
1,MTLUSDT,2629.0,1.615
