,coin,v,price
0,HBARUSDT,136201.0,0.1076
1,HBARUSDT,199080.0,0.1075
0,GFTUSDT,23793.0,0.02087
1,GFTUSDT,2764466.0,0.02086
2,GFTUSDT,72961.0,0.02085
3,GFTUSDT,157.0,0.02084
4,GFTUSDT,46779.0,0.02083
5,GFTUSDT,150926.0,0.02082
6,GFTUSDT,185766.0,0.02081
7,GFTUSDT,207355.0,0.0208
8,GFTUSDT,272226.0,0.02079
9,GFTUSDT,731276.0,0.02078
10,GFTUSDT,114279.0,0.02075
11,GFTUSDT,15142.0,0.02073
12,GFTUSDT,60754.0,0.02071
13,GFTUSDT,27026.0,0.02068
0,TROYUSDT,51000.0,0.002375
1,TROYUSDT,450673.0,0.002374
2,TROYUSDT,160513.0,0.002368
3,TROYUSDT,1956230.0,0.002354
4,TROYUSDT,187935.0,0.002352
0,KNCUSDT,750.2,0.6731
1,KNCUSDT,1162.3,0.6729
2,KNCUSDT,450.8,0.6728
0,DREPUSDT,7218.0,0.2642
0,XTZUSDT,2512.5,1.102
1,XTZUSDT,16.9,0.903
0,BCHUSDT,165.993,266.5
0,ZENUSDT,761.46,10.22
1,ZENUSDT,936.58,10.21
2,ZENUSDT,2309.27,9.6
3,ZENUSDT,5.06,9.58
4,ZENUSDT,114.6,9.55
5,ZENUSDT,1177.75,9.53
6,ZENUSDT,1935.36,9.5
7,ZENUSDT,82.37,9.48
0,SOLUSDT,0.0,102.53
1,SOLUSDT,0.0,102.52
2,SOLUSDT,129.65,102.51
3,SOLUSDT,397.04,102.5
4,SOLUSDT,380.05,102.49
5,SOLUSDT,285.34,102.48
6,SOLUSDT,192.88,102.47
7,SOLUSDT,199.54,102.46
8,SOLUSDT,409.07,102.45
9,SOLUSDT,253.04,102.44
10,SOLUSDT,469.93,102.43
11,SOLUSDT,402.22,102.41
12,SOLUSDT,254.56,102.4
13,SOLUSDT,418.33,102.39
14,SOLUSDT,1251.55,102.38
15,SOLUSDT,334.28,102.36
16,SOLUSDT,175.55,102.35
17,SOLUSDT,228.06,102.34
18,SOLUSDT,324.16,102.32
19,SOLUSDT,153.64,102.23
20,SOLUSDT,223.04,102.21
21,SOLUSDT,153.94,102.09
22,SOLUSDT,66.59,102.07
23,SOLUSDT,49.7,102.01
24,SOLUSDT,25.71,101.71
25,SOLUSDT,20.2,101.51
26,SOLUSDT,70.27,99.03
0,CVCUSDT,6551.0,0.109
0,DOCKUSDT,0.0,0.03449
0,COMPUSDT,0.763,69.47
1,COMPUSDT,7.948,69.46
2,COMPUSDT,3.551,69.45
3,COMPUSDT,1.555,69.44
4,COMPUSDT,1.136,69.43
5,COMPUSDT,5.379,69.42
6,COMPUSDT,3.713,69.41
7,COMPUSDT,13.095,69.4
8,COMPUSDT,78.804,69.39
9,COMPUSDT,54.566,69.36
10,COMPUSDT,1.026,69.35
11,COMPUSDT,132.67,69.31
12,COMPUSDT,0.912,69.29
13,COMPUSDT,215.818,69.28
14,COMPUSDT,6.26,69.21
15,COMPUSDT,92.991,69.11
16,COMPUSDT,0.0,68.93
0,RVNUSDT,83631.7,0.02455
