,coin,v,price
0,FTMUSDT,19740.0,0.4142
1,FTMUSDT,26003.0,0.414
2,FTMUSDT,16478.0,0.4136
0,BTCUSDT,10.84775,51590.5
1,BTCUSDT,0.04978,51586.29
2,BTCUSDT,0.0,51585.42
3,BTCUSDT,0.00968,51584.01
4,BTCUSDT,0.02963,51573.56
5,BTCUSDT,0.02963,51573.54
6,BTCUSDT,0.0,51560.01
7,BTCUSDT,0.01401,51558.09
8,BTCUSDT,0.01401,51558.02
9,BTCUSDT,0.0,51552.33
10,BTCUSDT,0.0,51544.56
11,BTCUSDT,0.0,51505.59
12,BTCUSDT,0.02,51490.5
13,BTCUSDT,0.0,51466.9
14,BTCUSDT,0.0,51428.21
15,BTCUSDT,0.00015,51245.49
16,BTCUSDT,0.0,51074.6
17,BTCUSDT,0.0,47460.14
18,BTCUSDT,0.02694,46431.0
19,BTCUSDT,0.00046,25795.25
20,BTCUSDT,0.0,12894.5
0,ADAUSDT,0.0,0.5886
1,ADAUSDT,784.8,0.5885
2,ADAUSDT,36483.8,0.5884
3,ADAUSDT,57784.5,0.5883
4,ADAUSDT,101185.1,0.5882
5,ADAUSDT,93218.5,0.5881
6,ADAUSDT,99407.1,0.588
7,ADAUSDT,52246.3,0.5879
8,ADAUSDT,81482.1,0.5878
9,ADAUSDT,43095.9,0.5877
10,ADAUSDT,47574.9,0.5874
11,ADAUSDT,41312.3,0.5872
12,ADAUSDT,8566.5,0.5871
13,ADAUSDT,82385.7,0.587
14,ADAUSDT,2164.0,0.5861
0,QTUMUSDT,982.2,3.329
1,QTUMUSDT,764.8,3.328
2,QTUMUSDT,326.6,3.327
3,QTUMUSDT,315.1,3.315
4,QTUMUSDT,28.6,3.285
5,QTUMUSDT,9.2,3.271
0,ONGUSDT,2400.0,0.342
1,ONGUSDT,598.0,0.3419
2,ONGUSDT,4081.0,0.3418
3,ONGUSDT,4192.0,0.3417
4,ONGUSDT,9203.0,0.3416
5,ONGUSDT,0.0,0.3384
6,ONGUSDT,23054.0,0.3381
0,THETAUSDT,14647.1,1.291
1,THETAUSDT,13090.7,1.29
0,NEOUSDT,331.61,12.63
1,NEOUSDT,1123.26,12.62
0,EOSUSDT,36403.2,0.796
1,EOSUSDT,212272.5,0.795
2,EOSUSDT,94640.4,0.794
0,LTCUSDT,372.328,69.92
1,LTCUSDT,865.578,69.88
2,LTCUSDT,575.833,69.87
3,LTCUSDT,550.027,69.86
4,LTCUSDT,2.39,25.17
0,WAVESUSDT,0.0,2.381
1,WAVESUSDT,2040.28,2.38
2,WAVESUSDT,2233.66,2.379
3,WAVESUSDT,3838.06,2.378
4,WAVESUSDT,5410.71,2.374
0,FETUSDT,0.0,1.1169
1,FETUSDT,0.0,1.1168
2,FETUSDT,0.0,1.1167
3,FETUSDT,0.0,1.1166
4,FETUSDT,0.0,1.1165
5,FETUSDT,0.0,1.1164
6,FETUSDT,0.0,1.1163
7,FETUSDT,0.0,1.1162
8,FETUSDT,14.0,1.1161
9,FETUSDT,157.0,1.116
10,FETUSDT,138.0,1.1159
11,FETUSDT,157.0,1.1158
12,FETUSDT,133.0,1.1157
13,FETUSDT,123.0,1.1156
14,FETUSDT,133.0,1.1155
15,FETUSDT,129.0,1.1154
16,FETUSDT,2460.0,1.1153
17,FETUSDT,2504.0,1.1152
18,FETUSDT,115.0,1.1151
19,FETUSDT,911.0,1.115
20,FETUSDT,2083.0,1.1149
21,FETUSDT,114.0,1.1148
22,FETUSDT,597.0,1.1147
23,FETUSDT,4472.0,1.1146
24,FETUSDT,8364.0,1.1144
25,FETUSDT,6780.0,1.1143
26,FETUSDT,1020.0,1.1142
27,FETUSDT,2421.0,1.1141
28,FETUSDT,3781.0,1.114
29,FETUSDT,2127.0,1.1139
30,FETUSDT,1791.0,1.1138
31,FETUSDT,34334.0,1.1137
32,FETUSDT,554.0,1.1136
33,FETUSDT,6925.0,1.1135
34,FETUSDT,7.0,1.1133
35,FETUSDT,120.0,1.1128
36,FETUSDT,454.0,1.1127
37,FETUSDT,2654.0,1.1125
38,FETUSDT,64.0,1.1123
39,FETUSDT,676.0,1.1122
40,FETUSDT,23517.0,1.1119
41,FETUSDT,10315.0,1.1118
42,FETUSDT,31.0,1.1101
43,FETUSDT,7856.0,1.1094
44,FETUSDT,0.0,1.1087
45,FETUSDT,157.0,1.1017
46,FETUSDT,1956.0,1.0994
47,FETUSDT,175.0,1.0973
48,FETUSDT,3088.0,1.095
0,BNBUSDT,0.0,381.0
1,BNBUSDT,90.841,380.9
2,BNBUSDT,221.387,380.8
3,BNBUSDT,377.886,380.7
4,BNBUSDT,191.673,380.6
5,BNBUSDT,466.881,380.5
6,BNBUSDT,219.783,380.4
7,BNBUSDT,318.282,380.3
8,BNBUSDT,334.691,380.2
9,BNBUSDT,55.217,380.1
10,BNBUSDT,88.76,380.0
11,BNBUSDT,23.157,379.9
12,BNBUSDT,33.116,379.8
13,BNBUSDT,22.723,379.7
14,BNBUSDT,101.479,379.3
15,BNBUSDT,23.074,379.2
16,BNBUSDT,18.519,378.8
17,BNBUSDT,67.58,378.6
18,BNBUSDT,9.671,378.4
19,BNBUSDT,13.812,311.5
0,ZRXUSDT,0.0,0.36
1,ZRXUSDT,2167.0,0.3599
2,ZRXUSDT,6421.0,0.3598
3,ZRXUSDT,4294.0,0.3597
4,ZRXUSDT,6350.0,0.3596
5,ZRXUSDT,12985.0,0.3594
6,ZRXUSDT,5238.0,0.3593
7,ZRXUSDT,17547.0,0.3592
8,ZRXUSDT,16779.0,0.3589
9,ZRXUSDT,5167.0,0.3588
0,MATICUSDT,21801.4,0.972
1,MATICUSDT,20198.5,0.9699
2,MATICUSDT,5260.9,0.9629
3,MATICUSDT,854.2,0.9627
0,HOTUSDT,0.0,0.002347
1,HOTUSDT,75790.0,0.002346
2,HOTUSDT,1353466.0,0.002345
3,HOTUSDT,1202667.0,0.002344
4,HOTUSDT,1316481.0,0.002343
0,DOGEUSDT,0.0,0.08601
1,DOGEUSDT,83.0,0.086
2,DOGEUSDT,271797.0,0.08599
3,DOGEUSDT,195377.0,0.08598
4,DOGEUSDT,178608.0,0.08597
5,DOGEUSDT,260009.0,0.08596
6,DOGEUSDT,282002.0,0.08595
7,DOGEUSDT,750804.0,0.08594
8,DOGEUSDT,164172.0,0.08592
9,DOGEUSDT,702185.0,0.08591
10,DOGEUSDT,137405.0,0.0859
11,DOGEUSDT,57049.0,0.08589
12,DOGEUSDT,129044.0,0.08586
13,DOGEUSDT,942456.0,0.08585
14,DOGEUSDT,408701.0,0.08583
15,DOGEUSDT,114909.0,0.08582
16,DOGEUSDT,60022.0,0.08581
17,DOGEUSDT,113869.0,0.0858
18,DOGEUSDT,32452.0,0.08576
19,DOGEUSDT,153933.0,0.08574
20,DOGEUSDT,63944.0,0.08573
21,DOGEUSDT,50190.0,0.08572
0,ALGOUSDT,17277.0,0.1968
0,ONEUSDT,22326.8,0.02218
1,ONEUSDT,21673.2,0.02216
2,ONEUSDT,30698.3,0.02215
3,ONEUSDT,156449.4,0.02208
4,ONEUSDT,42294.8,0.02206
5,ONEUSDT,57651.1,0.02205
6,ONEUSDT,31130.4,0.02203
7,ONEUSDT,144543.1,0.02202
8,ONEUSDT,122474.2,0.02196
9,ONEUSDT,394854.0,0.02184
10,ONEUSDT,114048.8,0.02171
11,ONEUSDT,2708.8,0.02133
0,ATOMUSDT,0.59,10.254
1,ATOMUSDT,13.49,10.253
2,ATOMUSDT,168.72,10.252
3,ATOMUSDT,693.39,10.251
4,ATOMUSDT,1626.03,10.243
5,ATOMUSDT,31.19,10.24
6,ATOMUSDT,330.69,10.238
7,ATOMUSDT,249.49,8.08
0,CREAMUSDT,241.655,15.9
0,ARKUSDT,896.0,0.8402
1,ARKUSDT,104.0,0.8401
2,ARKUSDT,20323.0,0.839
3,ARKUSDT,3065.0,0.8385
4,ARKUSDT,6292.0,0.8384
0,IOSTUSDT,0.0,0.00969
1,IOSTUSDT,1417972.0,0.00968
2,IOSTUSDT,1990072.0,0.00967
3,IOSTUSDT,380555.0,0.00965
0,MTLUSDT,3328.7,1.61
1,MTLUSDT,5407.3,1.609
0,OMGUSDT,11813.7,0.761
1,OMGUSDT,23459.9,0.76
2,OMGUSDT,13269.3,0.759
0,XRPUSDT,53700.0,0.5448
1,XRPUSDT,119632.0,0.5445
2,XRPUSDT,72007.0,0.5443
3,XRPUSDT,118263.0,0.5441
4,XRPUSDT,82989.0,0.544
5,XRPUSDT,7851.0,0.5419
6,XRPUSDT,15468.0,0.5409
