,coin,v,price
0,TLMUSDT,653.0,0.01803
1,TLMUSDT,241868.0,0.01805
2,TLMUSDT,296969.0,0.01806
3,TLMUSDT,236714.0,0.01808
4,TLMUSDT,431781.0,0.0181
0,REEFUSDT,41091.0,0.001786
1,REEFUSDT,11505.0,0.00184
2,REEFUSDT,57756.0,0.001854
0,ALICEUSDT,4369.85,1.454
1,ALICEUSDT,3362.21,1.455
0,AVAUSDT,0.0,0.5966
1,AVAUSDT,100.0,0.5969
0,CFXUSDT,0.0,0.25
1,CFXUSDT,20307.0,0.2501
2,CFXUSDT,101592.0,0.2502
3,CFXUSDT,165219.0,0.2503
4,CFXUSDT,197033.0,0.2504
5,CFXUSDT,5609.0,0.2511
6,CFXUSDT,274334.0,0.2524
0,BAKEUSDT,2436.7,0.4194
1,BAKEUSDT,271.2,0.4212
2,BAKEUSDT,13.4,0.4213
0,POLSUSDT,310.4,0.9124
0,MEMEUSDT,17048.0,0.027314
0,ICPUSDT,311.66,12.603
1,ICPUSDT,952.48,12.615
0,TKOUSDT,0.0,0.4539
1,TKOUSDT,136.7,0.454
2,TKOUSDT,313.2,0.4543
3,TKOUSDT,3626.9,0.4548
0,LINAUSDT,288596.19,0.009643
1,LINAUSDT,588112.09,0.009644
2,LINAUSDT,198195.32,0.009645
0,HARDUSDT,0.0,0.2004
0,TRUUSDT,4961.0,0.06335
1,TRUUSDT,1253.0,0.06336
0,BURGERUSDT,587.7,0.6497
1,BURGERUSDT,334.1,0.6498
0,CAKEUSDT,0.0,3.221
1,CAKEUSDT,442.62,3.222
2,CAKEUSDT,692.65,3.223
3,CAKEUSDT,1021.31,3.224
4,CAKEUSDT,1589.19,3.225
5,CAKEUSDT,1262.63,3.226
6,CAKEUSDT,1412.47,3.227
7,CAKEUSDT,3637.21,3.228
8,CAKEUSDT,5719.04,3.229
9,CAKEUSDT,7333.1,3.23
10,CAKEUSDT,4157.19,3.231
11,CAKEUSDT,481.99,3.232
12,CAKEUSDT,912.44,3.233
0,CELOUSDT,6696.0,0.826
1,CELOUSDT,34956.0,0.827
2,CELOUSDT,55304.0,0.828
0,OGUSDT,45.8,5.029
0,SLPUSDT,754042.0,0.003733
1,SLPUSDT,1346511.0,0.003735
0,GRTUSDT,51571.0,0.2712
0,CKBUSDT,631.0,0.011954
1,CKBUSDT,80628.0,0.011958
2,CKBUSDT,46752.0,0.011959
3,CKBUSDT,40476.0,0.01196
4,CKBUSDT,5982.0,0.011961
5,CKBUSDT,5983.0,0.011962
6,CKBUSDT,633.0,0.011963
7,CKBUSDT,629.0,0.011964
8,CKBUSDT,8552.0,0.011966
