,coin,price,amount,buyer
0,SHIBUSDT,0.00000966,632414.00,False
0,SHIBUSDT,0.00000966,2369142.00,False
0,XECUSDT,0.00003309,929368.00,True
0,BONKUSDT,0.00001170,84120000.00,True
0,LUNCUSDT,0.00012377,172261.61000000,False
0,LUNCUSDT,0.00012377,426802.94000000,False
0,LUNCUSDT,0.00012376,484636.00000000,True
0,SHIBUSDT,0.00000965,66948772.00,True
0,LUNCUSDT,0.00012377,172261.61000000,False
0,SHIBUSDT,0.00000965,22298367.00,True
0,PEPEUSDT,0.00000129,34709483.00,False
0,LUNCUSDT,0.00012376,129206.64000000,False
0,SHIBUSDT,0.00000965,29217896.00,True
0,BONKUSDT,0.00001170,500000.00,True
0,LUNCUSDT,0.00012376,86179.52000000,False
0,LUNCUSDT,0.00012376,53864.80000000,False
0,LUNCUSDT,0.00012376,257383.95000000,False
0,SHIBUSDT,0.00000965,2141857.00,True
0,BONKUSDT,0.00001171,8539709.00,False
0,SHIBUSDT,0.00000965,2139120.00,True
0,BONKUSDT,0.00001171,2985000.00,False
0,BONKUSDT,0.00001171,3843000.00,False
0,PEPEUSDT,0.00000128,6841167.00,True
0,PEPEUSDT,0.00000129,286844372.00,False
0,LUNCUSDT,0.00012375,2257927.01000000,True
0,LUNCUSDT,0.00012375,40422.00000000,True
0,LUNCUSDT,0.00012376,807541.77000000,False
0,SHIBUSDT,0.00000965,1155828.00,True
0,LUNCUSDT,0.00012375,172816.03000000,True
0,LUNCUSDT,0.00012375,64067.92000000,True
0,LUNCUSDT,0.00012374,75742.42000000,True
0,BONKUSDT,0.00001171,3842000.00,False
0,BONKUSDT,0.00001171,3842000.00,False
0,SHIBUSDT,0.00000965,56978543.00,True
0,PEPEUSDT,0.00000129,8527131.00,False
0,BONKUSDT,0.00001170,924231.00,True
0,BONKUSDT,0.00001170,399600.00,True
0,LUNCUSDT,0.00012376,48480.92000000,False
0,PEPEUSDT,0.00000128,631039867.00,True
0,SHIBUSDT,0.00000965,4663212.00,True
0,SHIBUSDT,0.00000965,3165923.00,True
0,SHIBUSDT,0.00000965,103093291.00,True
0,SHIBUSDT,0.00000958,20000000.00,True
0,SHIBUSDT,0.00000959,1042752.00,False
0,SHIBUSDT,0.00000959,3127932.00,False
0,SHIBUSDT,0.00000959,2085505.00,False
0,PEPEUSDT,0.00000130,58800000.00,False
0,SHIBUSDT,0.00000959,28163254.00,False
0,SHIBUSDT,0.00000959,997348.00,False
0,SHIBUSDT,0.00000959,177789.00,False
0,SHIBUSDT,0.00000958,1329185.00,True
0,PEPEUSDT,0.00000129,10406250.00,True
0,FLOKIUSDT,0.00003545,3983856.00,True
0,FLOKIUSDT,0.00003544,12324218.00,True
0,BONKUSDT,0.00001159,10632574.00,False
0,LUNCUSDT,0.00012229,73975.08000000,False
0,PEPEUSDT,0.00000130,77274923.00,False
0,LUNCUSDT,0.00012228,957007.63000000,True
0,PEPEUSDT,0.00000129,45103974.00,True
0,BONKUSDT,0.00001159,290000.00,True
0,SHIBUSDT,0.00000960,1091502.00,False
0,SHIBUSDT,0.00000960,1315790.00,False
0,PEPEUSDT,0.00000129,3875968.00,True
0,PEPEUSDT,0.00000129,269446585.00,True
0,SHIBUSDT,0.00000960,5908134.00,False
0,PEPEUSDT,0.00000129,3582251.00,True
0,BONKUSDT,0.00001159,6359391.00,True
0,SHIBUSDT,0.00000960,2087682672.00,False
0,SHIBUSDT,0.00000960,2020000.00,False
0,LUNCUSDT,0.00012231,2305616.87000000,False
0,PEPEUSDT,0.00000129,58139534.00,True
0,SHIBUSDT,0.00000959,1722375.00,True
0,BONKUSDT,0.00001159,1095778.00,False
0,BONKUSDT,0.00001159,6368063.00,False
0,BONKUSDT,0.00001159,4759861.00,False
0,BONKUSDT,0.00001159,4763258.00,False
0,BONKUSDT,0.00001159,4759861.00,False
0,BONKUSDT,0.00001159,1056213.00,True
0,SHIBUSDT,0.00000960,11478319.00,False
0,LUNCUSDT,0.00012232,57226.94000000,False
0,PEPEUSDT,0.00000129,4128099.00,True
0,LUNCUSDT,0.00012232,294139.96000000,False
0,LUNCUSDT,0.00012232,1154378.62000000,True
0,LUNCUSDT,0.00012231,8908344.15000000,True
0,FLOKIUSDT,0.00003545,6274153.00,False
0,FLOKIUSDT,0.00003546,1588805.00,False
0,SHIBUSDT,0.00000959,1409617.00,True
0,PEPEUSDT,0.00000130,2307692.00,False
