,coin,price,amount,buyer
0,JASMYUSDT,0.01667400,10000.00000000,True
0,ACHUSDT,0.02668000,3522.00000000,True
0,JOEUSDT,0.56670000,13.26000000,False
0,JOEUSDT,0.56680000,486.74000000,False
0,RNDRUSDT,7.30600000,11.49000000,True
0,JASMYUSDT,0.01667200,450.40000000,True
0,JASMYUSDT,0.01667100,8547.60000000,True
0,APEUSDT,1.75200000,204.86000000,True
0,JASMYUSDT,0.01667100,14613.60000000,True
0,JASMYUSDT,0.01667000,7328.50000000,True
0,AMPUSDT,0.00489900,7657.00000000,True
0,ACHUSDT,0.02667000,949.00000000,True
0,TUSDT,0.02906000,3439.10000000,False
0,RNDRUSDT,7.30700000,109.76000000,False
0,JASMYUSDT,0.01667000,4164.90000000,True
0,RNDRUSDT,7.30700000,42.50000000,False
0,RNDRUSDT,7.30800000,27.25000000,False
0,RNDRUSDT,7.30800000,18.72000000,False
0,JASMYUSDT,0.01667000,84356.90000000,True
0,JASMYUSDT,0.01667000,158697.30000000,True
0,JASMYUSDT,0.01667000,1633.20000000,True
0,JASMYUSDT,0.01667000,60022.60000000,True
0,JASMYUSDT,0.01667000,15314.60000000,True
0,JASMYUSDT,0.01667000,205597.30000000,True
0,JASMYUSDT,0.01667000,50108.30000000,True
0,JASMYUSDT,0.01667000,21749.70000000,True
0,JASMYUSDT,0.01667000,45261.40000000,True
0,JASMYUSDT,0.01667000,36740.40000000,True
0,JASMYUSDT,0.01667000,1883.60000000,True
0,JASMYUSDT,0.01667000,10988.20000000,True
0,JASMYUSDT,0.01667000,42672.10000000,True
0,JASMYUSDT,0.01667000,30696.60000000,True
0,JASMYUSDT,0.01666700,5219.60000000,True
0,JASMYUSDT,0.01666600,450.20000000,True
0,JOEUSDT,0.56670000,13.27000000,False
0,JOEUSDT,0.56680000,169.09000000,False
0,JASMYUSDT,0.01666700,8999.80000000,False
0,ACHUSDT,0.02667000,373.00000000,True
0,API3USDT,3.88200000,82.81000000,True
0,JASMYUSDT,0.01666500,5221.00000000,True
0,ACHUSDT,0.02667000,2168.00000000,True
0,JASMYUSDT,0.01666700,2435.30000000,False
0,ACAUSDT,0.10330000,163.78000000,True
0,WOOUSDT,0.52770000,500.40000000,False
0,WOOUSDT,0.52770000,353.70000000,False
0,WOOUSDT,0.52790000,685.60000000,False
0,WOOUSDT,0.52790000,307.50000000,False
0,JOEUSDT,0.56680000,500.00000000,False
0,SPELLUSDT,0.00086400,36280.00000000,True
0,JOEUSDT,0.56640000,206.00000000,True
0,JASMYUSDT,0.01666500,4642.60000000,True
0,JASMYUSDT,0.01666500,0.10000000,True
0,JASMYUSDT,0.01666400,10000.00000000,True
0,JOEUSDT,0.56640000,71.00000000,True
0,SPELLUSDT,0.00086400,96666.00000000,True
0,ACHUSDT,0.02667000,1122.00000000,False
