,coin,price,amount,buyer
0,LPTUSDT,13.92000000,8.85000000,True
0,ILVUSDT,96.40000000,0.08600000,True
0,ILVUSDT,96.39000000,0.01700000,True
0,RAYUSDT,0.98400000,7.90000000,True
0,RAYUSDT,0.98390000,117.60000000,True
0,RAYUSDT,0.98380000,7.70000000,True
0,RAYUSDT,0.98370000,93.30000000,True
0,RAYUSDT,0.98360000,8.20000000,True
0,RAYUSDT,0.98350000,158.50000000,True
0,RAYUSDT,0.98340000,16.60000000,True
0,RAYUSDT,0.98330000,3.20000000,True
0,MINAUSDT,1.31650000,84.00000000,False
0,REQUSDT,0.10910000,121.00000000,True
0,ADXUSDT,0.21200000,571.00000000,False
0,ADXUSDT,0.21210000,773.00000000,False
0,RAREUSDT,0.14050000,4008.00000000,True
0,DYDXUSDT,3.56200000,701.92000000,True
0,LPTUSDT,13.92000000,11.40000000,True
0,LPTUSDT,13.92000000,7.00000000,True
0,DYDXUSDT,3.56200000,401.45000000,False
0,LPTUSDT,13.93000000,0.47000000,False
0,ATAUSDT,0.14320000,1233.00000000,True
0,LPTUSDT,13.92000000,12.30000000,True
0,LPTUSDT,13.92000000,8.60000000,True
0,QUICKUSDT,0.06181000,3055.00000000,False
0,LPTUSDT,13.92000000,11.20000000,True
0,DYDXUSDT,3.56200000,200.00000000,False
0,DYDXUSDT,3.56200000,338.46000000,False
0,DYDXUSDT,3.56300000,248.79000000,False
0,DYDXUSDT,3.56300000,581.92000000,False
0,DYDXUSDT,3.56400000,21.10000000,False
0,DYDXUSDT,3.56300000,61.00000000,True
0,DYDXUSDT,3.56300000,57.00000000,True
0,DYDXUSDT,3.56300000,105.00000000,True
0,DYDXUSDT,3.56300000,105.00000000,True
0,DYDXUSDT,3.56300000,43.00000000,True
0,LPTUSDT,13.92000000,11.00000000,True
0,GALAUSDT,0.02991000,16718.00000000,True
0,LPTUSDT,13.93000000,9.00000000,False
0,GHSTUSDT,1.04000000,67.00000000,True
0,LPTUSDT,13.92000000,13.90000000,True
0,QNTUSDT,103.90000000,0.75000000,True
0,DYDXUSDT,3.56400000,60.00000000,False
0,LPTUSDT,13.92000000,14.30000000,True
0,KLAYUSDT,0.23370000,1499.90000000,True
0,KLAYUSDT,0.23370000,4225.50000000,True
0,LPTUSDT,13.92000000,10.00000000,True
0,WAXPUSDT,0.06318000,125.00000000,True
0,WAXPUSDT,0.06318000,1.00000000,True
0,WAXPUSDT,0.06317000,1239.00000000,True
0,MOVRUSDT,22.12300000,0.30100000,True
0,MOVRUSDT,22.12200000,0.31300000,True
0,LPTUSDT,13.92000000,19.86000000,True
0,LPTUSDT,13.91000000,63.39000000,True
0,LPTUSDT,13.92000000,27.06000000,False
0,DARUSDT,0.15581000,181.00000000,True
0,RADUSDT,1.98200000,32.60000000,True
