,coin,v,price
0,TIAUSDT,0.0,16.9305
0,CTKUSDT,3670.5,0.8213
0,AXSUSDT,4657.58,7.98
1,AXSUSDT,4892.2,7.97
0,RSRUSDT,58820.3,0.003128
1,RSRUSDT,39708.2,0.003127
2,RSRUSDT,42862.8,0.003126
3,RSRUSDT,96195.6,0.003123
4,RSRUSDT,26006.3,0.003119
5,RSRUSDT,936603.9,0.003105
0,FILUSDT,150.89,8.522
1,FILUSDT,340.14,8.521
2,FILUSDT,1753.52,8.52
3,FILUSDT,1764.2,8.519
4,FILUSDT,804.62,8.518
5,FILUSDT,1001.2,8.515
6,FILUSDT,2619.2,8.514
7,FILUSDT,571.12,8.513
8,FILUSDT,1336.7,8.512
9,FILUSDT,672.52,8.511
10,FILUSDT,169.82,8.509
11,FILUSDT,1557.54,8.508
12,FILUSDT,1931.69,8.504
13,FILUSDT,1111.56,8.503
14,FILUSDT,2322.7,8.5
15,FILUSDT,733.98,8.499
16,FILUSDT,1433.25,8.498
17,FILUSDT,1030.47,8.484
