,coin,v,price
0,PENDLEUSDT,35.4,2.8196
0,OSMOUSDT,76.41,1.5948
1,OSMOUSDT,0.0,1.6022
0,LEVERUSDT,1327213.0,0.001863
0,PHBUSDT,0.0,1.8974
1,PHBUSDT,0.0,1.8975
2,PHBUSDT,37.0,1.8976
3,PHBUSDT,6.0,1.8979
4,PHBUSDT,54.0,1.8991
5,PHBUSDT,127.0,1.8992
6,PHBUSDT,124.0,1.8993
7,PHBUSDT,11.0,1.9005
8,PHBUSDT,0.0,1.901
9,PHBUSDT,755.0,1.9015
10,PHBUSDT,353.0,1.902
11,PHBUSDT,158.0,1.9024
12,PHBUSDT,125.0,1.903
13,PHBUSDT,6795.0,1.9032
14,PHBUSDT,0.0,1.9036
15,PHBUSDT,77.0,1.9038
16,PHBUSDT,153.0,1.9039
17,PHBUSDT,235.0,1.904
18,PHBUSDT,52.0,1.9043
19,PHBUSDT,0.0,1.9095
20,PHBUSDT,425.0,1.9145
21,PHBUSDT,76.0,1.9502
22,PHBUSDT,0.0,1.9565
0,USTCUSDT,0.0,0.03201649
1,USTCUSDT,1357.0,0.03202777
2,USTCUSDT,290.0,0.03202778
3,USTCUSDT,1357.0,0.03202779
4,USTCUSDT,290.0,0.0320278
5,USTCUSDT,1357.0,0.03202781
6,USTCUSDT,0.0,0.03202782
7,USTCUSDT,0.0,0.03202783
8,USTCUSDT,0.0,0.03202784
9,USTCUSDT,0.0,0.03202785
10,USTCUSDT,0.0,0.03202786
11,USTCUSDT,0.0,0.03202787
12,USTCUSDT,0.0,0.03202788
13,USTCUSDT,0.0,0.03202789
0,RDNTUSDT,39517.0,0.3608
1,RDNTUSDT,17649.0,0.3611
2,RDNTUSDT,2708.0,0.3616
0,MAGICUSDT,161.4,1.2549
1,MAGICUSDT,113.3,1.2557
2,MAGICUSDT,3087.3,1.2566
3,MAGICUSDT,0.0,1.3035
0,MAVUSDT,656.0,0.668
1,MAVUSDT,436.0,0.6681
2,MAVUSDT,1131.0,0.6682
3,MAVUSDT,1454.0,0.6683
4,MAVUSDT,1797.0,0.6684
5,MAVUSDT,3507.0,0.6685
6,MAVUSDT,2639.0,0.6686
7,MAVUSDT,1836.0,0.6687
8,MAVUSDT,1558.0,0.6688
9,MAVUSDT,922.0,0.6689
10,MAVUSDT,4604.0,0.669
11,MAVUSDT,11998.0,0.6691
12,MAVUSDT,7606.0,0.6692
