,coin,Unnamed: 0_x,cluster_v_usdt_x,cluster_v_buyer_usdt_x,v_4_vb,v_8_vb,v_4_b,v_8_b,d8_b,Unnamed: 0_y,cluster_v_usdt_y,cluster_v_buyer_usdt_y,v_4_va,v_8_va,v_4_a,v_8_a,d8_a,cluster_v,cluster_p,trade_min_p,trade_max_p,cluster_v_usdt,cluster_v_buyer_usdt,amount_max,till_date,Unnamed: 0,buyer,trades_v_usdt,liq_v_l_usdt,liq_v_s_usdt,cluster_max_avg,liq_l_max_avg,liq_s_max_avg,C-i,B/A,B-i,BVi,A/B,A-i,AVi,Liq L,Liq S,L-i L,L-i S,BVi_test,AVi_test
174,DYDXUSDT,121121,970326785.3296,741615661.1304001,9254129.43,9409501.62,32283682.94816,32799832.99392,32799832.99392,30951,541806834.4480001,414100115.352,2249269.47,2286179.09,8097820.34676,8236421.98092,8236421.98092,69412.58,3.548,3.518,3.588,246275.83384,188227.32516,1230816.0,2024-02-18,0,838,2527113.28536,1155.2006,,1259845.3705550001,330206.4960200001,163103.84535000002,0.2,4.0,1.0,131.1,0.3,1.0,32.9,1.2,,0.0,,12.8,3.2
226,SPELLUSDT,655645,1273978913.8267906,227049435.19185922,3806317982.0,5222666233.0,3218765.8920945,4332990.4250549,4332990.4250549,102279,218313506.4513768,38907989.6037264,2645671286.0,2709535260.0,2332348.3128446,2391165.3848672,2391165.3848672,48974789.0,0.0008584,0.0008503,0.00087,42039.9588776,7492.3916048,479595.0,2024-02-18,0,1838,447232.8498361,,18468.2151397,263319.2960516,82763.01525785998,60496.474595839994,0.2,1.8,0.7,76.6,0.6,1.0,55.5,,18.5,,0.3,7.2,5.2
74,AKROUSDT,6398,13337855.253576,7690499.0235359995,46763225.0,46842996.0,272685.85622,273127.382224,273127.382224,3625,10175271.018191999,5866978.636511999,32655008.0,55558152.0,194683.484996,335646.472772,335646.472772,1953399.0,0.005866,0.005857,0.005887,11458.638534,6606.957923999999,1078161.0,2024-02-18,0,263,21660.222721000002,,,70116.46471655,,,0.2,0.8,1.0,23.8,1.2,0.6,17.0,,,,,12.6,9.0
163,ATAUSDT,14470,44472733.819800004,26884781.5236,27571820.0,27734255.0,3903163.2276999997,3925228.1341999997,3925228.1341999997,3830,22754697.1409,13755733.2038,13606655.0,15511752.0,1966654.9318,2253001.8958,2253001.8958,181171.0,0.14305,0.1427,0.1441,25916.511550000003,15667.1221,209690.0,2024-02-18,0,113,93143.2137,,5765.863600000001,113728.645285,52141.991740000005,13179.87905,0.2,1.7,1.0,150.6,0.6,0.9,75.9,,5.8,,0.4,41.9,21.1
89,INJUSDT,5146,243234232.85999995,187735917.136,358203.4,361415.0,12433547.253,12536353.525,12536353.525,3798,212351146.20749998,163899368.602,489430.9,489910.6,17093805.069,17111274.923,17111274.923,6873.0,34.832499999999996,34.78,34.86,239403.77249999996,184779.446,883276.0,2024-02-18,0,182,356714.795,,,1342418.5477767999,194700.62473104,66852.47446583,0.2,0.7,1.0,51.9,1.4,1.0,71.4,,,,,34.9,47.9
95,NEARUSDT,10607,427399086.814,284772892.05,511020.0,513282.8,1920113.4434,1928310.5571,1928310.5571,7056,339525181.632,226223150.40000004,1207544.3,1450484.6,4643562.4846,5617109.9825,5617109.9825,71218.7,3.8200000000000003,3.788,3.829,272055.434,181268.55000000002,594804.0,2024-02-18,0,400,973175.5245,7750.3501,,1479791.5941399997,328952.81516,170625.0954,0.2,0.3,1.0,7.1,2.9,0.8,17.1,7.8,,0.0,,2.0,4.8
22,OMGUSDT,520,7317498.0096,6011944.5600000005,382293.5,383583.3,283322.2652,284240.9041,284240.9041,660,8689528.886400001,7139184.165,3986622.9,3986622.9,2994399.463,2994399.463,2994399.463,30556.8,0.7483500000000001,0.745,0.749,22867.18128,18787.32675,295708.60000000003,2024-02-18,0,20,42628.9164,943.0146000000001,,135136.0223165,76136.650174,24380.931247999997,0.2,0.1,1.0,12.4,10.5,1.0,130.9,0.9,,0.0,,6.6,70.2
227,STEEMUSDT,25928,75659950.44005999,65881340.69590499,24044949.2,28031506.1,5778793.10615,6721960.32862,6721960.32862,506,2601488.26728,2265260.99814,983304.0,983304.0,244851.70297,244851.70297,244851.70297,45980.4,0.24814999999999998,0.2478,0.2483,11410.036259999999,9935.355254999999,36622.0,2024-02-18,0,27,14186.54111,,,70447.935116,58189.4738918,3786.2682537,0.2,27.5,0.9,506.5,0.0,1.0,21.5,,,,,407.3,17.3
114,YFIUSDT,4669,10512221.41944639,9757946.578314058,45.38638,45.38723,379663.69921,379670.51536,379670.51536,4697,9724789.10338299,9027014.250350459,93.12929,93.12929,785654.84048,785654.84048,785654.84048,1.56051,8409.989,8389.0,8421.0,13123.87193439,12182.205466059999,158983.0,2024-02-18,0,66,24712.14339,,,230495.89081941,87708.4764,26271.72716,0.1,0.5,1.0,28.9,2.1,1.0,59.9,,,,,15.4,31.8
35,ZILUSDT,2131,6092803.248224,2277605.4913920006,23503756.7,23515005.4,568675.747384,568934.787585,568934.787585,1017,3531056.427948,1319975.9097840001,38825105.3,38825105.3,948180.441001,948180.441001,948180.441001,406364.6,0.02434,0.02428,0.02437,9890.914364,3697.4115120000006,11432838.4,2024-02-18,0,42,19176.511367,,,179161.32844319995,99923.871762,19929.628036999995,0.1,0.6,1.0,57.5,1.7,1.0,95.9,,,,,29.7,49.4
