,coin,Unnamed: 0_x,cluster_v_usdt_x,cluster_v_buyer_usdt_x,v_4_vb,v_8_vb,v_4_b,v_8_b,d8_b,Unnamed: 0_y,cluster_v_usdt_y,cluster_v_buyer_usdt_y,v_4_va,v_8_va,v_4_a,v_8_a,d8_a,cluster_v,cluster_p,trade_min_p,trade_max_p,cluster_v_usdt,cluster_v_buyer_usdt,amount_max,till_date,Unnamed: 0,buyer,trades_v_usdt,liq_v_l_usdt,liq_v_s_usdt,cluster_max_avg,liq_l_max_avg,liq_s_max_avg,C-i,B/A,B-i,BVi,A/B,A-i,AVi,Liq L,Liq S,L-i L,L-i S,BVi_test,AVi_test
16,ACHUSDT,1407,1525591.3940799998,496982.51264999993,29807798.0,29953987.0,797726.85705,801456.65734,801456.65734,727,1097597.42832,357557.55434999993,19565138.0,21498005.0,530550.15321,586509.82918,586509.82918,256336.0,0.02693,0.02689,0.02694,6903.128479999999,2248.7896499999997,327899.0,2024-02-18,0,23,10176.00246,,210.08637,201350.08289350002,79104.1345578,14097.097273340001,0.0,1.4,1.0,115.6,0.7,0.9,76.9,,0.2,,0.0,78.4,52.1
15,RADUSDT,234,85618.496,0.0,149442.7,156032.5,289129.244,301404.4097,301404.4097,152,61003.1784,0.0,106483.0,106483.0,207777.7809,207777.7809,207777.7809,549.4,1.948,1.945,1.947,1070.2312,0.0,216916.0,2024-02-18,0,6,1941.8491,,,261623.7475,74307.8411018,34110.5670831,0.0,1.5,1.0,270.2,0.7,1.0,194.1,,,,,148.9,107.0
0,ONEUSDT,2456,611870.8186080001,744861.778416,48930543.7,48932649.2,1080403.278809,1080448.124792,1080448.124792,915,327787.93854,399033.09557999996,7839153.1,9764083.6,175951.595028,222149.832696,222149.832696,108979.3,0.02228,0.02225,0.02232,2428.0588040000002,2955.8007079999998,9194520.2,2024-02-18,0,23,7865.713998,,,158523.36424599998,52892.38518200001,12947.000957,0.0,4.9,1.0,445.0,0.2,0.8,72.5,,,,,137.4,22.4
1,COMPUSDT,3010,345542.44431200007,134120.21480000002,5642.292,5642.292,387578.25317,387578.25317,387578.25317,2126,267463.14199150004,103814.20472500002,4546.857,4546.857,315039.2117,315039.2117,315039.2117,24.089000000000002,68.96350000000001,68.86,69.04,1661.2617515000004,644.8087250000001,1756634.0,2024-02-18,0,18,3771.4979399999997,,,404482.45965465,95835.40951599999,31929.685027,0.0,1.2,1.0,233.3,0.8,1.0,189.6,,,,,102.8,83.5
12,BEAMXUSDT,10386,2530107.0972,2413765.202,11825558.0,11825558.0,369432.89527700003,369432.89527700003,369432.89527700003,4560,1629142.13088,1554229.3008,6626449.0,7035480.0,210210.186101,223732.758802,223732.758802,196029.0,0.03148,0.031433,0.031504,6170.992920000001,5887.2322,0.0,2024-02-18,0,35,11867.619859,,,512893.87744899996,119222.68082283999,62616.441559100014,0.0,1.7,1.0,59.9,0.6,0.9,34.1,,,,,31.1,17.7
11,TRUUSDT,2383,26051.964700000004,30891.177850000004,4894040.0,4957978.0,320368.72954000003,324368.69082,324368.69082,1309,17334.957500000004,20554.966250000005,5065484.0,5067883.0,335717.70001000003,335883.18303,335883.18303,1502.0,0.06595000000000001,0.06587,0.06594,99.05690000000001,117.45695000000002,266383.0,2024-02-18,0,5,1448.11329,,,132360.26568200003,70868.83799862,8129.069933949999,0.0,1.0,1.0,3234.2,1.0,1.0,3389.1,,,,,221.2,231.8
10,GRTUSDT,6346,7866874.638,2335758.39,14589179.0,14673348.0,4356214.9067,4380362.6198,4380362.6198,1607,4401703.6665,1306912.4324999999,6103154.0,6110839.0,1843592.4407,1846005.5307,1846005.5307,62342.0,0.30045,0.3,0.3008,18730.6539,5561.3295,410573.0,2024-02-18,0,70,70977.0466,,,747945.6837550001,121832.24676000001,47222.927614,0.0,2.4,1.0,232.6,0.4,1.0,98.4,,,,,61.4,26.0
9,DODOUSDT,83,1336.9462999999998,28343.746400000004,481936.69999999995,489777.5,93724.78571,95167.49291,95167.49291,34,905.6732999999999,19200.602400000003,531652.7,531652.7,104141.82688,104141.82688,104141.82688,220.6,0.1955,0.1953,0.1955,43.1273,914.3144000000001,662401.0,2024-02-18,0,3,913.4452200000001,,,185852.50078,,,0.0,0.9,1.0,2173.2,1.1,1.0,2414.8,,,,,102.6,114.0
8,CKBUSDT,27680,13420697.867680002,11519590.994800001,45562902.0,47752892.0,646908.033046,675982.694062,675982.694062,14848,7278035.720000001,6247066.7,22794377.0,59080669.0,329393.105537,874430.499921,874430.499921,1013654.0,0.014360000000000001,0.014322,0.014364,14556.071440000002,12494.1334,72023.0,2024-02-18,0,75,30289.543189,,,801029.8033931002,106769.94310968,154905.72767385002,0.0,0.8,1.0,44.4,1.3,0.4,22.6,,,,,21.4,10.9
7,UTKUSDT,4,1100.6704499999998,0.0,111465.0,111465.0,8959.9892,8959.9892,8959.9892,0,200.12189999999998,0.0,1955.0,1955.0,162.0695,162.0695,162.0695,1221.0,0.08195,0.0818,0.0819,100.06094999999999,0.0,63967.0,2024-02-18,0,2,223.43609999999998,,,75444.13432350001,,,0.0,55.3,1.0,89.5,0.0,1.0,1.6,,,,,40.1,0.7
6,FILUSDT,7153,6497751.489840001,13268335.76874,284302.0,284507.13,2389335.77849,2390982.9723900002,2390982.9723900002,6658,6158316.71052,12575213.75097,530525.23,557555.29,4498727.07171,4744700.61771,4744700.61771,1914.3200000000002,8.4435,8.431,8.445,16163.560920000002,33005.81037,1236637.0,2024-02-18,0,64,73376.53395,,,2513309.031719,650735.37918,427190.4047499999,0.0,0.5,1.0,147.8,2.0,0.9,278.3,,,,,32.6,61.3
5,ALPHAUSDT,122,24949.595,0.0,2520814.0,2520814.0,348983.7734,348983.7734,348983.7734,62,16965.7246,0.0,807545.0,807545.0,112562.4183,112562.4183,112562.4183,3586.0,0.13915,0.1388,0.1391,498.9919,0.0,89902.0,2024-02-18,0,2,2788.4,,,170596.73616799997,88098.99822400001,25062.215624999997,0.0,3.1,1.0,699.4,0.3,1.0,225.6,,,,,125.2,40.4
4,SCUSDT,20128,13827309.2496,10133256.516299998,45139174.0,90284701.0,435722.014029,855983.815997,855983.815997,10832,10379017.31328,7606197.483839999,35943971.0,36756986.0,358370.624631,366829.811886,366829.811886,1732192.0,0.009855,0.00984,0.009879,17070.75216,12510.193229999999,79392.0,2024-02-18,0,117,46929.463344,,,403310.4589515,,,0.0,2.3,0.5,25.5,0.4,1.0,21.0,,,,,9.3,7.6
3,DOCKUSDT,126,6809.24475,9355.32675,797996.0,797996.0,27324.38445,27324.38445,27324.38445,22,2476.089,3401.937,164170.0,634579.0,5710.82528,23115.95828,23115.95828,3573.0,0.03465,0.03461,0.03465,123.80445,170.09685,2334915.0,2024-02-18,0,3,293.73774000000003,,,241032.44195900005,,,0.0,1.2,1.0,220.7,0.8,0.2,46.1,,,,,93.0,19.4
2,COTIUSDT,82755,5547887.929199999,2531084.3418,4320278.0,4370419.0,902448.48029,912489.25364,912489.25364,30862,3265506.9839999997,1489805.436,1195090.0,1274461.0,254822.10233999998,272721.68964,272721.68964,16402.0,0.2118,0.2115,0.21262,3473.9435999999996,1584.8994,3226684.0,2024-02-18,0,50,16833.2407,,,391066.29004449997,76733.928748,123996.44965599998,0.0,3.3,1.0,259.8,0.3,0.9,73.4,,,,,53.6,15.1
13,CVPUSDT,1112,412563.1125,175059.038,152734.5,154110.6,69561.32096,70164.87842,70164.87842,284,160310.23799999998,68022.94048,31132.2,31132.2,14406.44785,14406.44785,14406.44785,5115.0,0.4609,0.4602,0.4617,2357.5035,1000.33736,124120.0,2024-02-18,0,8,4373.44883,,,89110.76894750001,,,0.0,4.9,1.0,29.5,0.2,1.0,6.1,,,,,15.9,3.3
