,coin,Unnamed: 0_x,cluster_v_usdt_x,cluster_v_buyer_usdt_x,v_4_vb,v_8_vb,v_4_b,v_8_b,d8_b,Unnamed: 0_y,cluster_v_usdt_y,cluster_v_buyer_usdt_y,v_4_va,v_8_va,v_4_a,v_8_a,d8_a,cluster_v,cluster_p,trade_min_p,trade_max_p,cluster_v_usdt,cluster_v_buyer_usdt,amount_max,till_date,Unnamed: 0,buyer,trades_v_usdt,liq_v_l_usdt,liq_v_s_usdt,cluster_max_avg,liq_l_max_avg,liq_s_max_avg,C-i,B/A,B-i,BVi,A/B,A-i,AVi,Liq L,Liq S,L-i L,L-i S,BVi_test,AVi_test
75,MBLUSDT,128569,2271061261.6584964,315053794.537964,1856295564.0,1935917639.0,10044776.25199,10458329.832103001,10458329.832103001,44763,1451563498.4044802,201368671.07282,170806567.0,225850190.0,955292.133586,1274532.792399,1274532.792399,53756544.0,0.0054995,0.005475,0.005531,295634.113728,41011.949302,77699030.0,2024-02-18,0,414,439988.68175,7183.4772708,560.06,93603.84995460002,55134.689377279996,9227.094033390002,3.2,8.2,1.0,34.0,0.1,0.7,3.2,7.2,0.6,0.1,0.1,22.8,2.2
262,JASMYUSDT,209332,1666897021.008567,566272953.070299,409739135.1,420809347.7,5786707.2204412,5935962.7512556,5935962.7512556,149765,1451630542.028238,493143309.659286,49621183.0,81081907.7,724008.0609901,1210645.4586143,1210645.4586143,10443041.1,0.014295,0.014215,0.014396,149283.2725245,50714.0384265,402005.0,2024-02-18,0,1090,409131.0761117,,,270426.663952215,89243.18783420001,34730.2879282,0.6,4.9,1.0,38.8,0.2,0.6,4.8,,,,,14.1,1.8
328,WLDUSDT,734563,9954617113.9695,4870680135.854401,3269708.7,3992391.4,27789053.3331,33603523.8452,33603523.8452,302295,6695875624.011,3276215249.7312007,7224982.1,7491246.6,63970014.3715,66410854.3698,66410854.3698,59273.0,8.6485,8.567,8.679,512622.5405,250820.33760000006,3842802.0,2024-02-18,0,856,2123128.8138,,12600.292718699999,1423884.1342200001,191217.64832292,169956.21433289,0.4,0.5,0.8,54.2,2.0,1.0,124.8,,12.6,,0.1,13.1,30.1
244,ALCXUSDT,134829,536198312.29014397,158568059.66812158,228122.4323,237773.1639,7560652.727314,7867794.339814,7867794.339814,36526,277674126.007396,82115602.32813439,31191.3497,34584.3208,1077082.034198,1199980.981689,1199980.981689,1792.613,33.806,33.52,34.15,60601.075077999994,17921.344899199998,172405.0,2024-02-18,0,546,319211.97034,,,168657.530293515,,,0.4,6.6,1.0,124.8,0.2,0.9,17.8,,,,,23.7,3.4
73,LSKUSDT,9106,151130397.89835003,23932046.264850006,2375764.6,2416475.9,3201482.3212,3253730.0159,3253730.0159,2358,84696545.23200001,13412004.912000002,747564.9,869775.3,1029975.0709,1205577.3595,1205577.3595,64847.9,1.3605,1.357,1.372,88225.56795000001,13970.838450000003,185528.2,2024-02-18,0,79,225500.5876,,,336505.71824,51476.441514,48637.5149441,0.3,2.7,1.0,36.3,0.4,0.9,11.7,,,,,14.2,4.6
123,OCEANUSDT,442997,1167900200.46,610793515.92,9691662.0,9779431.0,7779076.647,7846834.8019,7846834.8019,177636,729379711.179,381454167.108,3014296.0,3168045.0,2499658.2619,2634558.4987,2634558.4987,91062.0,0.8169,0.81,0.8212,74388.5478,38904.0456,229970.0,2024-02-18,0,1820,686351.5094,,7714.741239999999,272077.41497000004,85829.89611,64022.817115000005,0.3,3.0,1.0,104.6,0.3,0.9,33.6,,7.7,,0.1,11.3,3.6
76,MDTUSDT,331012,1057707232.0814999,833268956.5200001,30684348.0,32958536.5,2374436.6534370002,2544376.54722,2544376.54722,150103,720403233.4550699,567538570.6056,16692555.200000001,21319752.3,1374108.555619,1770759.7215220002,1770759.7215220002,964977.7,0.0803,0.07859,0.08165,77487.70930999999,61045.344800000006,366111.0,2024-02-18,0,3285,770411.205477,,9122.8321772,227331.42798280003,61555.543977559995,9751.284607210002,0.3,1.4,0.9,30.6,0.7,0.8,17.7,,9.1,,0.9,3.1,1.8
161,GRTUSDT,86715,1644176444.0040002,818713212.444,53641115.0,54987350.0,15420375.5958,15791437.708,15791437.708,37949,1158104124.612,576674815.932,72345025.0,74157171.0,21463435.0581,22025011.2783,22025011.2783,784818.0,0.29325,0.2902,0.2941,230147.87850000002,114601.5135,410573.0,2024-02-18,0,2082,1579672.7212,2266.34205,2436.02275,672763.4128850001,106242.730962,42962.53412000001,0.3,0.7,1.0,67.0,1.4,1.0,93.3,2.3,2.4,0.0,0.1,9.8,13.6
166,LITUSDT,23070,171380700.9005,114638276.85449997,4687379.2,4726174.8,6251100.773800001,6300903.2922,6300903.2922,7431,99755028.03175001,66727142.91074998,1918076.0,1926408.3,2639362.3519,2651423.1655,2651423.1655,38260.3,1.3615,1.35,1.369,52091.39845,34844.46104999999,385727.0,2024-02-18,0,244,286813.3231,310.009,,160423.254735,73128.5106,18703.24414,0.3,2.4,1.0,120.0,0.4,1.0,50.7,0.3,,0.0,,21.8,9.2
165,LINAUSDT,24447,147507279.35308298,14913559.693928998,160820896.71,167281767.87,1509524.48824137,1566054.86484467,1566054.86484467,19393,137950162.03105798,13947297.958853997,173268221.55,178741198.9,1645366.3538415101,1699489.92860493,1699489.92860493,5794387.16,0.009425,0.00941,0.009449,54612.098982999996,5521.495628999999,579632.0,2024-02-18,0,109,100228.41289127,,,159269.12982300948,133033.798784,38765.953294,0.3,0.9,1.0,27.6,1.1,1.0,30.1,,,,,15.1,16.4
