,Unnamed: 0,coin,v,price
0,0,ZILUSDT,0.0,0.02359
1,0,EOSUSDT,16186.0,0.794
2,0,TFUELUSDT,11221.0,0.04943
3,1,TFUELUSDT,13345.0,0.04935
4,2,TFUELUSDT,35622.0,0.0493
5,0,LTCUSDT,79.007,69.91
6,1,LTCUSDT,85.46,69.9
7,2,LTCUSDT,341.629,69.88
8,3,LTCUSDT,364.791,69.87
9,0,WAVESUSDT,5809.53,2.376
10,0,BATUSDT,1299.0,0.2542
11,0,BTCUSDT,3.48261,51597.12
12,1,BTCUSDT,0.01444,51597.11
13,2,BTCUSDT,0.0,51597.09
14,3,BTCUSDT,0.0,51596.96
15,4,BTCUSDT,0.13567,51596.54
16,5,BTCUSDT,0.6786,51596.17
17,6,BTCUSDT,0.0,51590.56
18,7,BTCUSDT,0.0,51582.97
19,8,BTCUSDT,0.23255,51581.51
20,9,BTCUSDT,0.02878,51577.26
21,10,BTCUSDT,0.0,51576.89
22,11,BTCUSDT,0.0,51497.12
23,12,BTCUSDT,0.0,51081.15
24,13,BTCUSDT,0.00046,50873.42
25,14,BTCUSDT,0.00047,46437.0
26,15,BTCUSDT,0.00046,25798.56
27,0,ADAUSDT,1254.4,0.5882
28,1,ADAUSDT,24428.1,0.5881
29,2,ADAUSDT,64054.9,0.588
30,3,ADAUSDT,130799.7,0.5878
31,4,ADAUSDT,70983.2,0.5877
32,5,ADAUSDT,3852.6,0.5807
33,0,QTUMUSDT,43.5,3.324
34,1,QTUMUSDT,1928.3,3.32
35,2,QTUMUSDT,511.3,3.319
36,0,ONGUSDT,8319.0,0.3408
37,0,THETAUSDT,16825.4,1.288
38,0,FETUSDT,0.0,1.1042
39,1,FETUSDT,0.0,1.1041
40,2,FETUSDT,507.0,1.104
41,3,FETUSDT,197.0,1.1039
42,4,FETUSDT,322.0,1.1038
43,5,FETUSDT,138.0,1.1037
44,6,FETUSDT,1012.0,1.1035
45,7,FETUSDT,3410.0,1.1033
46,8,FETUSDT,1525.0,1.1032
47,9,FETUSDT,134.0,1.1029
48,10,FETUSDT,330.0,1.1025
49,11,FETUSDT,24107.0,1.1017
50,12,FETUSDT,3374.0,1.101
51,13,FETUSDT,390.0,1.1008
52,14,FETUSDT,603.0,1.1006
53,15,FETUSDT,57.0,1.1003
54,16,FETUSDT,3272.0,1.1002
55,17,FETUSDT,1206.0,1.0928
56,0,BNBUSDT,396.985,379.6
57,1,BNBUSDT,355.948,379.3
58,0,MATICUSDT,10167.5,0.9717
59,1,MATICUSDT,16958.5,0.9715
60,2,MATICUSDT,6169.5,0.9713
61,3,MATICUSDT,20818.0,0.9712
62,4,MATICUSDT,11149.8,0.9709
63,5,MATICUSDT,13945.7,0.9708
64,6,MATICUSDT,127.4,0.9703
65,0,HOTUSDT,368555.0,0.002327
66,1,HOTUSDT,252352.0,0.002325
67,0,NULSUSDT,4695.0,0.2682
68,1,NULSUSDT,18334.0,0.2676
