,Unnamed: 0,coin,v,price
0,0,1INCHUSDT,197.7,0.4852
1,1,1INCHUSDT,313.4,0.4811
2,0,JUVUSDT,1624.86,2.36
3,1,JUVUSDT,0.0,2.358
4,0,TLMUSDT,329858.0,0.01801
5,1,TLMUSDT,90498.0,0.01773
6,0,REEFUSDT,3154148.0,0.001799
7,1,REEFUSDT,323560.0,0.000649
8,0,ALICEUSDT,232.19,1.47
9,1,ALICEUSDT,1851.64,1.469
10,2,ALICEUSDT,3656.74,1.467
11,0,FISUSDT,13.0,0.4385
12,1,FISUSDT,8569.0,0.4358
13,2,FISUSDT,8690.0,0.4349
14,3,FISUSDT,825.0,0.4346
15,4,FISUSDT,9633.0,0.4341
16,5,FISUSDT,2718.0,0.4332
17,0,CFXUSDT,5774.0,0.2439
18,0,BADGERUSDT,778.69,4.024
19,1,BADGERUSDT,21.23,3.998
20,0,BAKEUSDT,8674.6,0.4102
21,1,BAKEUSDT,10824.7,0.4053
22,0,MEMEUSDT,0.0,0.02704
23,1,MEMEUSDT,0.0,0.027038
24,2,MEMEUSDT,0.0,0.027037
25,3,MEMEUSDT,0.0,0.027036
26,4,MEMEUSDT,22198.0,0.027035
27,5,MEMEUSDT,0.0,0.027034
28,6,MEMEUSDT,14114.0,0.027033
29,7,MEMEUSDT,0.0,0.027032
30,8,MEMEUSDT,0.0,0.027031
31,9,MEMEUSDT,1045.0,0.02703
32,10,MEMEUSDT,4500.0,0.027029
33,11,MEMEUSDT,30020.0,0.027027
34,12,MEMEUSDT,39254.0,0.027026
35,13,MEMEUSDT,18875.0,0.027025
36,14,MEMEUSDT,58.0,0.027024
37,15,MEMEUSDT,1161.0,0.027023
38,16,MEMEUSDT,67672.0,0.027021
39,17,MEMEUSDT,105196.0,0.02702
40,18,MEMEUSDT,60000.0,0.027019
41,19,MEMEUSDT,1226.0,0.027018
42,20,MEMEUSDT,56720.0,0.027016
43,21,MEMEUSDT,585.0,0.027013
44,22,MEMEUSDT,63.0,0.027012
45,23,MEMEUSDT,0.0,0.027011
46,24,MEMEUSDT,29652.0,0.027009
