,Unnamed: 0,coin,v,price,cluster_v,cluster_p,trade_min_p,trade_max_p,cluster_v_usdt,cluster_v_buyer_usdt,v_4_vb,v_8_vb
3677,0,ARKUSDT,72.0,0.8506,109.0,0.8514999999999999,0.8504,0.8514,92.81349999999999,491.31549999999993,0.0,0.0
3678,1,ARKUSDT,543.0,0.8505,109.0,0.8514999999999999,0.8504,0.8514,92.81349999999999,491.31549999999993,0.0,0.0
3679,2,ARKUSDT,777.0,0.8504,109.0,0.8514999999999999,0.8504,0.8514,92.81349999999999,491.31549999999993,0.0,0.0
3680,3,ARKUSDT,482.0,0.8503,109.0,0.8514999999999999,0.8504,0.8514,92.81349999999999,491.31549999999993,482.0,482.0
3681,4,ARKUSDT,100.0,0.8502,109.0,0.8514999999999999,0.8504,0.8514,92.81349999999999,491.31549999999993,100.0,100.0
3682,5,ARKUSDT,513.0,0.85,109.0,0.8514999999999999,0.8504,0.8514,92.81349999999999,491.31549999999993,513.0,513.0
3683,6,ARKUSDT,1463.0,0.8498,109.0,0.8514999999999999,0.8504,0.8514,92.81349999999999,491.31549999999993,1463.0,1463.0
3684,7,ARKUSDT,6006.0,0.8493,109.0,0.8514999999999999,0.8504,0.8514,92.81349999999999,491.31549999999993,6006.0,6006.0
3685,8,ARKUSDT,461.0,0.8485,109.0,0.8514999999999999,0.8504,0.8514,92.81349999999999,491.31549999999993,461.0,461.0
3686,9,ARKUSDT,1184.0,0.8445,109.0,0.8514999999999999,0.8504,0.8514,92.81349999999999,491.31549999999993,1184.0,1184.0
3687,10,ARKUSDT,0.0,0.8443,109.0,0.8514999999999999,0.8504,0.8514,92.81349999999999,491.31549999999993,0.0,0.0
3688,11,ARKUSDT,2692.0,0.8439,109.0,0.8514999999999999,0.8504,0.8514,92.81349999999999,491.31549999999993,2692.0,2692.0
3689,0,IOSTUSDT,115007.0,0.00973,431396.0,0.009825,0.0098,0.00982,4238.4657,2187.2808,115007.0,115007.0
3690,1,IOSTUSDT,380886.0,0.00972,431396.0,0.009825,0.0098,0.00982,4238.4657,2187.2808,380886.0,380886.0
3691,0,DOGEUSDT,154958.0,0.08589,180980.0,0.08595,0.08585,0.08595,15555.231,28034.3115,0.0,0.0
3692,1,DOGEUSDT,189671.0,0.08587,180980.0,0.08595,0.08585,0.08595,15555.231,28034.3115,0.0,0.0
3693,2,DOGEUSDT,177283.0,0.08582,180980.0,0.08595,0.08585,0.08595,15555.231,28034.3115,177283.0,177283.0
3694,3,DOGEUSDT,42646.0,0.08573,180980.0,0.08595,0.08585,0.08595,15555.231,28034.3115,42646.0,42646.0
3695,4,DOGEUSDT,226275.0,0.08572,180980.0,0.08595,0.08585,0.08595,15555.231,28034.3115,226275.0,226275.0
3696,0,OMGUSDT,25512.9,0.749,7567.5,0.75085,0.749,0.751,5682.057375,2001.0903350000003,0.0,0.0
3697,1,OMGUSDT,51222.1,0.748,7567.5,0.75085,0.749,0.751,5682.057375,2001.0903350000003,51222.1,51222.1
3698,2,OMGUSDT,20247.3,0.747,7567.5,0.75085,0.749,0.751,5682.057375,2001.0903350000003,20247.3,20247.3
