,coin,Unnamed: 0_x,cluster_v_usdt_x,cluster_v_buyer_usdt_x,v_4_vb,v_8_vb,v_4_b,v_8_b,d8_b,Unnamed: 0_y,cluster_v_usdt_y,cluster_v_buyer_usdt_y,v_4_va,v_8_va,v_4_a,v_8_a,d8_a,cluster_v,cluster_p,trade_min_p,trade_max_p,cluster_v_usdt,cluster_v_buyer_usdt,amount_max,till_date,Unnamed: 0,buyer,trades_v_usdt,liq_v_l_usdt,liq_v_s_usdt,cluster_max_avg,liq_l_max_avg,liq_s_max_avg,C-i,B/A,B-i,BVi,A/B,A-i,AVi,Liq L,Liq S,L-i L,L-i S,BVi_test,AVi_test
61,DATAUSDT,61001,600206407.3095579,61696751.80186001,51515183.0,52193501.5,3611708.239887,3657564.003054,3657564.003054,28592,455157323.3928279,46786785.46276001,34368160.7,35345076.5,2514218.663268,2588760.736836,2588760.736836,1339610.5999999999,0.07147,0.07122,0.07237,95741.96958199999,9841.561940000001,69229.0,2024-02-18,0,350,175747.82340599998,,,221294.81563105,,,0.4,1.4,1.0,37.7,0.7,1.0,26.3,,,,,20.6,14.3
38,THETAUSDT,10047,424995250.9904999,307487985.66449994,8260844.8,8337194.4,10811052.3755,10905958.9544,10905958.9544,7145,383870254.08974993,277733670.93275,3182391.7,3223604.9,4237979.8102,4295783.5751,4295783.5751,84135.9,1.3175,1.313,1.328,110849.04824999998,80200.30924999999,417689.5,2024-02-18,0,252,262505.5363,,978.7783999999999,280478.98840000003,85736.870188,31556.316743999992,0.4,2.5,1.0,97.5,0.4,1.0,38.2,,1.0,,0.0,41.2,16.1
149,ASRUSDT,1383,15810414.620500002,943574.7062000001,436211.1,436419.5,1068101.1195,1068583.6353,1068583.6353,1387,16828430.805000003,1004330.5020000001,823470.3,914019.0,2054502.7818,2289352.3921,2289352.3921,8421.5,2.467,2.461,2.469,20775.840500000002,1239.9142000000002,153902.0,2024-02-18,0,43,25334.4643,,,52958.107294999994,,,0.4,0.5,1.0,51.4,2.1,0.9,98.9,,,,,42.2,81.1
207,CLVUSDT,20769,180239449.3179,34027187.16096,54911356.9,55693074.5,3334279.976668,3379695.143378,3379695.143378,18470,150853658.03844,28479479.245056,24676865.2,28918397.3,1545315.9008179998,1818507.835308,1818507.835308,537845.5,0.06132,0.06123,0.06169,32980.68606,6226.383744,169567.0,2024-02-18,0,88,58769.999665999996,,,74359.80633525,,,0.4,1.9,1.0,101.1,0.5,0.8,46.9,,,,,56.7,26.3
99,ALPHAUSDT,42072,586639606.1812999,305784951.4286,80330329.0,80905021.0,11112945.7548,11188996.8993,11188996.8993,17894,366566969.99474996,191072443.6845,32726995.0,34176028.0,4665032.8778,4882345.8678,4882345.8678,471871.0,0.14035,0.1393,0.1417,66227.09485,34520.7667,89902.0,2024-02-18,0,608,440703.8902,5879.6299,,170596.73616799997,88098.99822400001,25062.215624999997,0.4,2.3,1.0,167.8,0.4,1.0,70.4,5.9,,0.1,,25.2,10.6
287,STEEMUSDT,6818,89434165.4946,35242179.1938,10872723.8,10961750.4,2692993.36093,2713686.15193,2713686.15193,3170,54897880.086,21632906.358,2899912.1,3057073.4,727422.70206,768299.01864,768299.01864,116652.6,0.249,0.2484,0.2495,29046.4974,11445.9822,36622.0,2024-02-18,0,161,61657.2587,,,70447.935116,58189.4738918,3786.2682537,0.4,3.5,1.0,92.7,0.3,0.9,25.0,,,,,43.7,11.8
104,BELUSDT,31417,135704877.8195,87877774.32043502,4253392.7,4280356.8,3124530.2234300002,3143221.14528,3143221.14528,18679,83290240.14,53935872.04620001,2087390.1,2460656.9,1576405.50632,1866862.71099,1866862.71099,30230.0,0.74065,0.7388,0.7445,22389.8495,14498.890335000002,390180.0,2024-02-18,0,569,86321.40672,,,82423.7308445,52328.969576,6711.230192,0.3,1.7,1.0,139.6,0.6,0.8,70.4,,,,,36.2,18.3
328,SNTUSDT,43324,308900351.04313,900598.59519,131133407.0,135006645.0,5650129.33134,5809590.61648,5809590.61648,25955,243270947.24306002,709256.1487799999,100535368.0,107423141.0,4489743.80595,4810568.00094,4810568.00094,995027.0,0.043565,0.0435,0.04407,43348.351255,126.382065,43168.0,2024-02-18,0,147,100143.2908,,,139104.35183899998,65323.07609029999,16756.765127990002,0.3,1.2,1.0,130.3,0.8,0.9,103.6,,,,,56.4,44.8
125,NTRNUSDT,802326,3759446651.2064,1654401661.6204002,5482135.2,5573261.3,8862795.533880001,9000322.12943,9000322.12943,511376,3107713674.0224,1367596655.3464,3540450.6,3632567.5,5970669.39678,6133984.20907,6133984.20907,67908.8,1.649,1.6302,1.6789,111981.6112,49279.2107,1446309.0,2024-02-18,0,3786,1486409.02516,,5422.675496,400781.44224,114619.78838279999,72280.95244739999,0.3,1.5,1.0,79.1,0.7,1.0,53.3,,5.4,,0.1,6.0,4.0
130,RUNEUSDT,27514,2041135417.5300002,1496106286.0425,7419110.0,7429848.1,39972805.5707,40026927.9847,40026927.9847,25673,2003127201.8450003,1468247120.05125,1113954.0,1118910.1,6077537.8941,6105800.8881,6105800.8881,57982.0,5.4175,5.404,5.437,314117.48500000004,230241.04125,2712706.0,2024-02-18,0,528,1110213.8613,,,1255266.285615,207881.96689999997,62444.29873,0.3,6.6,1.0,127.3,0.2,1.0,19.3,,,,,36.0,5.5
84,RVNUSDT,54983,395001126.86872196,314553432.42818,316914157.0,326641973.1,7680540.279728,7903939.282305,7903939.282305,22837,261120966.31169996,207939903.57299998,95482604.3,104909289.8,2379515.654652,2627216.581035,2627216.581035,1655105.0999999999,0.02446,0.0244,0.02471,40483.87074599999,32238.74474,6466743.300000001,2024-02-18,0,407,198062.625099,,,148049.48579854998,64975.187482,15002.930464,0.3,3.0,1.0,189.7,0.3,0.9,58.8,,,,,38.8,12.0
131,SANDUSDT,25849,703022186.3175,354846321.585,17551241.0,17671996.0,9071388.6294,9130594.0798,9130594.0798,22916,619063376.4625,312468605.17499995,4846322.0,5132396.0,2548709.7348,2706694.3448,2706694.3448,204674.0,0.51925,0.5185,0.523,106276.9745,53642.679,638613.0,2024-02-18,0,281,344669.0168,,,361587.00345500006,357746.132646,57927.649884,0.3,3.4,1.0,85.4,0.3,0.9,24.0,,,,,26.3,7.4
133,SUNUSDT,971,39088267.067235,6763660.10296,130353640.0,134137749.0,1401908.54358,1441372.05415,1441372.05415,757,36845157.161144994,6375522.328720001,77877812.0,86609900.0,863842.38096,963388.18416,963388.18416,3812673.0,0.010895,0.01088,0.01095,41539.072335,7187.73656,28339.0,2024-02-18,0,58,67936.11029,,,123192.73547770001,,,0.3,1.5,1.0,33.7,0.7,0.9,20.8,,,,,20.6,12.7
134,SUSHIUSDT,62616,1986727880.148,1372633523.3688,16123875.4,16224422.0,26440582.0939,26597887.1993,26597887.1993,31462,1382732214.864,955331935.9584,6032791.9,6197071.9,10195554.1548,10488420.7816,10488420.7816,103518.5,1.6680000000000001,1.652,1.682,172668.858,119297.1948,283363.0,2024-02-18,0,973,1230456.2715,26344.660099999997,2651.9055000000003,589089.4132300001,117175.47496000002,52701.168770000004,0.3,2.5,1.0,153.1,0.4,1.0,59.0,26.3,2.7,0.2,0.1,21.5,8.3
139,UNIUSDT,354420,11728242265.167398,8827296321.11495,3687275.47,3705700.37,40829249.89347,41025230.103480004,41025230.103480004,256852,9945423668.826939,7485452617.610345,1003002.19,1820185.12,11415938.43753,21221205.92523,21221205.92523,40000.52,11.2295,11.112,11.307,449185.83933999995,338081.054045,756407.0,2024-02-18,0,1630,1802854.65669,278.6266,40354.7231,1552882.72683,669170.25438,351840.29188,0.3,1.9,1.0,90.9,0.5,0.5,25.4,0.3,40.4,0.0,0.1,22.6,6.3
144,YFIUSDT,71238,577974098.0098959,319950111.15264803,382.28769,382.66172,3161975.48053,3164899.43788,3164899.43788,56418,467131330.4610015,258590690.51451296,63.2638,71.79591,533085.5758,609782.94347,609782.94347,6.92091,8332.7965,8312.0,8403.0,57670.534624815,31924.776606729996,158983.0,2024-02-18,0,682,325722.93413,1190.5755,,230495.89081941,87708.4764,26271.72716,0.3,5.2,1.0,54.8,0.2,0.9,9.2,1.2,,0.0,,9.7,1.6
166,HARDUSDT,2344,23997241.268,4047388.1448,6142967.0,6162546.0,1216398.9009,1220127.8938,1220127.8938,1386,21317707.411,3595456.4646,12712436.0,14684212.0,2611608.0541,3026869.3378,3026869.3378,118445.0,0.2002,0.1999,0.2011,23712.689,3999.3954,61202.0,2024-02-18,0,64,33601.102699999996,,,88387.1199,,,0.3,0.4,1.0,51.3,2.5,0.9,110.1,,,,,36.2,77.7
294,AGIXUSDT,2139309,11247992953.9224,6729242725.264799,7766157.0,9559642.0,5640400.83827,6882721.41671,6882721.41671,1337897,8370379340.182799,5007676881.855599,10882936.0,12358503.0,8189161.82679,9363387.83822,9363387.83822,241147.0,0.7404,0.73267,0.74641,178545.2388,106816.76759999999,531857.0,2024-02-18,0,3563,1629604.87642,17066.742777299998,,647455.8348000001,163355.04307946,102163.86738759,0.3,0.7,0.8,31.6,1.4,0.9,45.9,17.1,,0.1,,3.5,5.0
33,ONEUSDT,29401,275644264.32228005,234922687.94214,347283668.0,348721658.2,6943096.281985,6970510.553513,6970510.553513,14473,179503833.71911204,152985309.586956,20477100.6,31138304.8,423155.846463,657519.257979,657519.257979,2209442.2,0.020220000000000002,0.02019,0.0205,44674.92128400001,38074.989942,9194520.2,2024-02-18,0,414,217146.148662,,,158523.36424599998,52892.38518200001,12947.000957,0.3,10.6,1.0,155.4,0.1,0.6,9.5,,,,,32.0,1.9
228,LPTUSDT,77606,3569217420.8158393,1680648368.5783198,1722967.24,1755865.09,23987072.4612,24419501.1433,24419501.1433,41220,2700040590.9993596,1271376405.34128,564154.6,694410.75,8117896.8539,10069398.226400001,10069398.226400001,18460.579999999998,14.155999999999999,13.98,14.29,261327.97047999996,123052.30403999999,1696691.0,2024-02-18,0,3071,2054632.7448,683.3421000000001,2883.6223999999997,971898.9929579999,137631.04095999998,228203.94040000002,0.3,2.4,1.0,91.8,0.4,0.8,31.1,0.7,2.9,0.0,0.0,11.7,4.0
16,EOSUSDT,3435,259774473.1005,160620960.744,78163294.9,78209265.9,62326302.7845,62360628.7074,62360628.7074,2182,184120854.6186,113843628.3168,24071052.5,24130524.6,19407545.1317,19457685.6187,19457685.6187,126437.70000000001,0.8009999999999999,0.799,0.804,101276.5977,62620.2576,1013279.3,2024-02-18,0,80,239355.7404,,761.4592,319985.0870445,225883.11198,130594.14492000002,0.3,3.2,1.0,615.4,0.3,1.0,191.6,,0.8,,0.0,260.4,81.1
299,ASTUSDT,6344,39581452.376550004,16856178.24555,15374129.0,15781050.0,1647725.5423,1689109.1682,1689109.1682,3464,34079428.0806,14513083.2686,53424910.0,61751103.0,5906098.0289,6859116.4816,6859116.4816,169053.0,0.10885,0.108,0.1091,18401.41905,7836.43805,46150.0,2024-02-18,0,83,88886.1748,,,58578.442500000005,,,0.3,0.2,1.0,89.5,4.1,0.9,321.0,,,,,18.5,66.4
235,QNTUSDT,2939,105720884.863488,62879058.53184,194498.394,194519.576,20098302.1024,20100345.4382,20100345.4382,2890,126501167.486112,75238438.69615999,41371.994,41714.744,4328832.4326,4366649.3216,4366649.3216,461.031,103.856,103.7,104.3,47880.835536,28477.834479999998,299300.0,2024-02-18,0,89,111852.7554,,,188214.875096,42009.71505484001,7055.89543436,0.3,4.6,1.0,419.8,0.2,1.0,90.4,,,,,179.7,38.7
23,IOSTUSDT,2683,48627787.85868,40145793.954450004,205611235.0,208978422.0,2003862.78626,2034602.5742499998,2034602.5742499998,1892,37359762.86568,30843215.540700004,338426979.0,345783715.0,3350103.70905,3426950.15295,3426950.15295,2556412.0,0.009795,0.00978,0.00985,25040.05554,20672.396475,16292019.0,2024-02-18,0,70,120869.77308,,2182.688976,81416.17082580001,36760.023787,8352.808928999999,0.3,0.6,1.0,80.0,1.7,1.0,133.8,,2.2,,0.3,16.6,27.7
300,COMBOUSDT,2001,60731941.83375,2084166.8099999996,4646385.0,4655215.5,3927703.6476,3934689.3202,3934689.3202,1920,49027240.316700004,1682491.0247999998,6787651.5,7064499.0,5862082.2041,6110045.5071,6110045.5071,43289.9,0.85025,0.849,0.854,36807.237475,1263.1313999999998,274134.0,2024-02-18,0,28,45269.2722,,,110859.41429900001,58338.3825295,4711.882095020001,0.3,0.6,1.0,106.7,1.6,1.0,159.3,,,,,86.8,129.5
309,HOOKUSDT,123987,1721008275.5712,352944907.6608,3350805.3,3461209.4,3734142.68093,3851170.67725,3851170.67725,63861,1162750728.27375,238457277.77624997,1038270.2000000001,1552021.2,1179806.20705,1794182.1515499998,1794182.1515499998,121575.3,1.1284999999999998,1.1209,1.1313,137197.72605,28136.551949999997,345039.0,2024-02-18,0,727,226967.43592000002,,,449240.6788350001,116522.01740106,37762.53875671,0.3,2.1,1.0,27.2,0.5,0.7,8.6,,,,,16.5,5.2
266,IMXUSDT,294712,3226111953.40725,83829364.07475,1608485.65,1635771.1,4940354.511921,5019479.482738,5019479.482738,276040,3399255421.768875,88328435.110125,995190.55,1042700.53,3142272.600122,3298036.227431,3298036.227431,53643.61,3.1125,3.0827,3.1148,166965.736125,4338.5448750000005,469117.0,2024-02-18,0,1336,481428.281232,1371.2472,573.9796000000001,545926.4962765,110542.57102,74840.44922,0.3,1.5,1.0,29.6,0.7,1.0,18.8,1.4,0.6,0.0,0.0,10.3,6.5
128,OXTUSDT,5965,50687794.9809,38084371.911,104944701.0,104975739.0,12846442.901,12850054.959,12850054.959,4502,45069195.3789,33862826.331,27743454.0,27907575.0,3459002.587,3480551.8209,3480551.8209,162547.0,0.12345,0.123,0.1243,20066.42715,15076.9485,1021839.0,2024-02-18,0,74,105164.3995,,,118298.63411099999,60506.79570414,9013.85265191,0.2,3.7,1.0,640.2,0.3,1.0,172.4,,,,,122.2,32.9
126,OCEANUSDT,69049,531386774.0865,387687626.7839,6699369.0,6725968.0,4794716.1269,4812730.3582,4812730.3582,47277,412661692.7145,301068525.0647,1056583.0,1246183.0,772857.7041,919570.4221,919570.4221,79335.0,0.72505,0.7182,0.7264,57521.84175,41966.61905,229970.0,2024-02-18,0,570,393258.2683,,2384.71408,304310.51533,85829.89611,64022.817115000005,0.2,5.2,1.0,83.4,0.2,0.8,13.4,,2.4,,0.0,12.2,2.0
202,BETAUSDT,8838,25155427.7835,44448455.457,13956417.0,14065475.0,1111142.12257,1119426.21777,1119426.21777,6676,24010789.2706,42425933.1452,12082527.0,14178646.0,989433.03127,1167001.81283,1167001.81283,165031.0,0.08065,0.08054,0.08082,13309.75015,23517.7013,147670.0,2024-02-18,0,103,38660.18295,,,63934.77600699999,,,0.2,1.0,1.0,83.5,1.0,0.8,74.3,,,,,28.7,25.6
123,NEARUSDT,90211,3481494638.9058003,2338389614.0220003,8896167.4,9380431.3,33645780.6535,35372909.7004,35372909.7004,68117,3056844539.0484004,2053168039.3560002,6158742.7,6393087.1,24275402.2963,25237539.831,25237539.831,69336.9,3.8230000000000004,3.798,3.873,265074.9687,178040.93300000002,594804.0,2024-02-18,0,1950,2739801.6076,246.1875,12221.8427,1479791.5941399997,328952.81516,170625.0954,0.2,1.4,1.0,126.9,0.7,1.0,91.6,0.2,12.2,0.0,0.1,12.3,8.9
135,SXPUSDT,10848,136012401.0232,67993952.97611,6773377.1,6852293.3,2436019.20241,2462589.70056,2462589.70056,8639,121531860.6372,60754986.715184994,3467047.7,3471439.8,1260014.6490200001,1261673.54519,1261673.54519,96616.0,0.36114999999999997,0.3606,0.3626,34892.8684,17443.292194999998,249343.0,2024-02-18,0,158,107266.79536,,,179774.04018900002,75240.80732200001,14706.769309999998,0.2,2.0,1.0,69.8,0.5,1.0,36.1,,,,,22.7,11.7
111,EGLDUSDT,18048,463308556.55048996,309570831.11934,85322.51,86431.61,4932172.792,4993602.6044,4993602.6044,16913,469489991.99402994,313701106.89498,80135.6,80581.02,4709110.6275,4736881.4315,4736881.4315,1715.81,58.107,58.02,58.4,99700.57166999999,66617.35122,297817.0,2024-02-18,0,212,168630.8644,,,612611.1495785,86146.79998,27352.8819,0.2,1.1,1.0,49.5,0.9,1.0,47.2,,,,,29.2,27.9
110,DOTUSDT,54354,2618947300.9535003,799301945.3044999,2957375.79,3066645.39,22978425.56542,23774889.51499,23774889.51499,38681,2057916544.1047401,628075523.4663799,1663001.15,1799626.26,13187948.27103,14338051.09047,14338051.09047,34160.78,7.843,7.792,7.882,267922.99754,81770.01997999998,1000777.0,2024-02-18,0,1059,1510441.6932,,5700.1065,1707792.8062955,438125.28426,152489.65436000002,0.2,1.7,1.0,85.8,0.6,0.9,49.2,,5.7,,0.0,15.2,8.7
107,CTKUSDT,46520,69267963.03102,47406060.88452,2276103.6,2277587.0,1786408.6779,1787516.33253,1787516.33253,21650,39605235.008219995,27105289.37172,224564.1,281014.6,179850.03967,227591.15394999998,227591.15394999998,11572.7,0.7910999999999999,0.7891,0.7972,9155.16297,6265.67022,75993.0,2024-02-18,0,440,52856.22628,,,59943.445807,25699.687593999995,3977.901621,0.2,7.9,1.0,195.1,0.1,0.8,19.6,,,,,33.8,3.4
275,OOKIUSDT,8354,34293848.635754995,18314277.668234996,1287837718.0,1292640009.0,2613958.24013,2623120.044682,2623120.044682,5488,28122277.416911993,15018413.440463997,1040990222.0,1152145504.0,2178409.488941,2422288.260659,2422288.260659,6468603.0,0.0020429999999999997,0.002038,0.002065,13215.355928999998,7057.525112999999,343245.0,2024-02-18,0,87,54951.516282,,,69840.04151749998,,,0.2,1.1,1.0,197.8,0.9,0.9,164.8,,,,,47.6,39.6
278,PORTOUSDT,3788,16718765.954800002,1707348.4246,539988.3,543694.29,1586312.44154,1596692.39734,1596692.39734,3190,17848061.481250003,1822673.9781250001,656183.95,709983.15,1977541.34234,2144234.05357,2144234.05357,4388.9800000000005,2.9575,2.953,2.965,12980.408350000002,1325.581075,113363.0,2024-02-18,0,43,26813.513609999998,,,82969.81594449999,,,0.2,0.7,1.0,122.2,1.3,0.9,152.3,,,,,59.2,73.8
325,RDNTUSDT,33778,603112807.33665,211537917.1215,42033647.0,42083379.0,14746426.3358,14762850.582,14762850.582,25084,487244686.8289,170897923.119,17405602.0,17551836.0,6183813.3322,6238447.8465,6238447.8465,242827.0,0.35214999999999996,0.3516,0.3542,85511.52805,29992.615499999996,672656.0,2024-02-18,0,239,269920.3054,,,406632.59812,133407.56076888,26987.23742577,0.2,2.4,1.0,172.4,0.4,1.0,72.3,,,,,54.6,22.9
224,IDEXUSDT,37013,206482312.782915,136176259.480573,32917152.8,33603097.4,2158639.481506,2201304.558858,2201304.558858,26317,157372361.640435,103787967.429197,30343623.9,38085238.3,2054832.472758,2598116.1217279998,2598116.1217279998,448723.5,0.06641,0.06598,0.06673,29799.727635,19653.089837,186070.0,2024-02-18,0,403,158666.191985,,,135093.7618885,39818.68579844,7928.06715209,0.2,0.8,1.0,72.4,1.2,0.8,69.0,,,,,13.6,13.0
317,OPUSDT,41437,2808499717.74375,995386000.2187498,11818465.64,12022638.3,43417959.78822,44119780.3742,44119780.3742,33464,2587398261.01125,917023416.3562498,20297880.2,20376435.78,75395666.36364,75703176.03141,75703176.03141,86646.99,3.6875,3.682,3.706,319510.775625,113240.72812499998,3206182.0,2024-02-18,0,467,1373126.28834,,,1874176.0651655,675184.5198642199,213947.88398168999,0.2,0.6,1.0,135.9,1.7,1.0,236.0,,,,,31.6,54.9
289,VGXUSDT,3121,28549338.623,13685943.64868,23300502.5,24530714.4,2513515.88773,2636720.65565,2636720.65565,2623,23426786.628375,11230301.545665,5913461.2,7313331.5,653774.2052,814721.89197,814721.89197,120867.5,0.10894999999999999,0.1086,0.1097,13168.514125,6312.704635,459961.0,2024-02-18,0,70,50685.2114,,,87638.7800895,,,0.2,3.2,1.0,190.9,0.3,0.8,49.6,,,,,49.6,12.9
198,ALPACAUSDT,3794,44378505.2256,27221624.539199997,8825661.1,9010194.9,1715279.58234,1749741.85847,1749741.85847,2914,42582232.39504,26119796.879279997,11398901.3,13871168.1,2283206.3971,2792910.62524,2792910.62524,134568.4,0.1963,0.196,0.197,26415.77692,16203.347939999998,359688.0,2024-02-18,0,48,38155.94092,,,129706.80881399999,,,0.2,0.6,1.0,64.9,1.6,0.8,86.4,,,,,45.0,59.8
191,TLMUSDT,12596,130443409.23813002,83211985.56357002,360005958.0,364357914.0,6475208.22534,6549211.586850001,6549211.586850001,6241,91380611.72065501,58293187.733295016,118206509.0,126947736.0,2164110.05266,2332424.63575,2332424.63575,1616157.0,0.018105000000000003,0.01806,0.01821,29260.522485000005,18665.766165000005,209513.0,2024-02-18,0,245,114105.38647,,,118751.11764699998,62502.270032960005,9334.83553052,0.2,2.8,1.0,221.3,0.4,0.9,74.0,,,,,56.7,19.0
204,BONDUSDT,18315,213332513.94,41943269.745,2249587.57,2250296.89,8061977.3729,8064373.88253,8064373.88253,11996,173115384.46019998,34036186.67085,697253.12,927993.84,2583013.7020300003,3458817.37639,3458817.37639,10951.08,3.6075,3.602,3.623,39506.0211,7767.272175,1501488.0,2024-02-18,0,79,54342.8145,,,255927.10627550003,107032.51642584002,24904.30106816,0.2,2.3,1.0,204.1,0.4,0.7,65.4,,,,,148.4,47.5
182,REEFUSDT,6263,58757843.02949599,11528161.842964,1164316700.0,1168342128.0,2063274.120242,2070024.2849960001,2070024.2849960001,6073,86052375.04170398,16883290.047836,12823813141.0,12911334668.0,23672860.127429,23837013.020927,23837013.020927,12284962.0,0.0017859999999999998,0.00178,0.001794,21940.942131999996,4304.765437999999,251362.0,2024-02-18,0,129,59080.670167000004,,,109016.4273363,55703.468797800015,9550.702463799998,0.2,0.1,1.0,94.0,11.5,1.0,1078.9,,,,,34.9,400.7
172,MDXUSDT,2690,18528471.838392,8786701.178299,45348003.7,45519516.8,3262519.05949,3274354.56434,3274354.56434,1313,12037989.283200001,5708739.2604,24824037.4,28163996.4,1852624.97204,2108937.20317,2108937.20317,137589.6,0.07291,0.0728,0.0735,10031.657736000001,4757.282717,131752.0,2024-02-18,0,87,47247.51242,,,49613.224675100006,,,0.2,1.6,1.0,325.2,0.6,0.9,184.7,,,,,69.1,39.2
