,Unnamed: 0,coin,v,price
0,0,EDUUSDT,2397.0,0.82454
1,1,EDUUSDT,0.0,0.82452
2,2,EDUUSDT,2397.0,0.82438
3,3,EDUUSDT,2873.0,0.82426
4,4,EDUUSDT,2871.0,0.82405
5,0,GMXUSDT,15.644,50.63
6,1,GMXUSDT,323.628,49.96
7,2,GMXUSDT,0.152,49.93
8,0,WLDUSDT,0.0,9.121
9,1,WLDUSDT,210.4,9.12
10,2,WLDUSDT,439.8,9.119
11,3,WLDUSDT,429.7,9.114
12,4,WLDUSDT,407.3,9.113
13,5,WLDUSDT,203.6,9.112
14,6,WLDUSDT,412.1,9.108
15,7,WLDUSDT,1044.6,9.104
16,8,WLDUSDT,5624.9,9.103
17,9,WLDUSDT,464.2,9.102
18,10,WLDUSDT,2156.1,9.1
19,11,WLDUSDT,502.4,9.099
20,12,WLDUSDT,472.1,9.098
21,13,WLDUSDT,2257.0,9.097
22,14,WLDUSDT,3014.2,9.089
23,15,WLDUSDT,2332.5,9.088
24,16,WLDUSDT,3962.5,9.087
25,17,WLDUSDT,1828.8,9.086
26,18,WLDUSDT,3.0,6.384
27,0,GLMUSDT,23071.1,0.3743
28,1,GLMUSDT,22328.4,0.3742
29,2,GLMUSDT,32106.9,0.3741
30,3,GLMUSDT,44213.2,0.3738
31,4,GLMUSDT,22383.2,0.3735
32,5,GLMUSDT,41940.6,0.3734
33,6,GLMUSDT,918.0,0.3672
34,7,GLMUSDT,0.0,0.3582
35,0,AGIXUSDT,2081.0,0.76631
36,1,AGIXUSDT,151.0,0.7663
37,2,AGIXUSDT,20060.0,0.76622
38,3,AGIXUSDT,151.0,0.7649
39,0,OAXUSDT,3215.0,0.1637
40,0,AMBUSDT,85293.0,0.00979
41,1,AMBUSDT,585466.0,0.00976
42,0,SSVUSDT,55.129,31.75
43,1,SSVUSDT,56.951,31.67
44,2,SSVUSDT,43.546,31.64
45,3,SSVUSDT,80.61,31.58
46,4,SSVUSDT,321.721,31.5
47,5,SSVUSDT,142.359,31.49
48,0,QKCUSDT,22681.0,0.010728
49,1,QKCUSDT,0.0,0.010725
50,2,QKCUSDT,37344.0,0.010711
51,0,GASUSDT,84.3,6.284
52,1,GASUSDT,87.0,6.283
53,2,GASUSDT,512.5,6.28
54,3,GASUSDT,63.9,6.259
55,0,CYBERUSDT,10.43,8.594
56,1,CYBERUSDT,383.65,8.591
57,2,CYBERUSDT,0.0,8.528
58,0,HOOKUSDT,677.3,1.1156
59,1,HOOKUSDT,1265.0,1.1151
60,2,HOOKUSDT,4027.5,1.1045
61,0,PENDLEUSDT,68.4,2.8121
62,1,PENDLEUSDT,180.7,2.8106
63,2,PENDLEUSDT,0.0,2.8081
64,3,PENDLEUSDT,0.0,2.8051
65,4,PENDLEUSDT,0.0,2.7954
66,5,PENDLEUSDT,0.0,2.771
67,0,WBETHUSDT,0.0574,3111.79
68,1,WBETHUSDT,0.0,3111.77
69,0,PROMUSDT,9.15,11.089
