,Unnamed: 0,coin,v,price
0,0,AAVEUSDT,23.223,99.22
1,1,AAVEUSDT,40.83,99.25
2,0,RUNEUSDT,1045.7,5.37
3,1,RUNEUSDT,6040.8,5.372
4,2,RUNEUSDT,2616.2,5.38
5,3,RUNEUSDT,3022.9,5.382
6,4,RUNEUSDT,1051.1,5.395
7,5,RUNEUSDT,35.5,5.396
8,0,NEARUSDT,2354.0,3.744
9,0,TRBUSDT,11.42,114.04
10,1,TRBUSDT,11.26,114.05
11,2,TRBUSDT,30.28,114.07
12,3,TRBUSDT,27.96,114.12
13,4,TRBUSDT,64.73,114.16
14,5,TRBUSDT,148.2,114.18
15,0,SUSHIUSDT,25826.0,1.599
16,1,SUSHIUSDT,5906.9,1.6
17,0,WINGUSDT,74.4,9.31
18,0,NTRNUSDT,339.1,1.6639
19,1,NTRNUSDT,222.1,1.664
20,2,NTRNUSDT,0.0,1.6693
21,0,YFIUSDT,0.15565,8219.0
22,0,TIAUSDT,0.4,17.054
23,1,TIAUSDT,0.4,17.0543
24,2,TIAUSDT,0.0,17.0544
25,3,TIAUSDT,0.0,17.0545
26,4,TIAUSDT,0.0,17.0546
27,5,TIAUSDT,0.0,17.0547
28,6,TIAUSDT,0.0,17.0548
29,7,TIAUSDT,0.0,17.0549
30,8,TIAUSDT,0.4,17.055
31,9,TIAUSDT,22.6,17.0551
32,10,TIAUSDT,0.0,17.0553
33,11,TIAUSDT,0.0,17.0558
34,12,TIAUSDT,12.1,17.0559
35,13,TIAUSDT,0.0,17.056
36,14,TIAUSDT,0.0,17.0561
37,15,TIAUSDT,0.8,17.0568
38,16,TIAUSDT,0.0,17.0569
39,17,TIAUSDT,0.5,17.0585
40,18,TIAUSDT,0.0,17.0586
41,19,TIAUSDT,0.4,17.0587
42,20,TIAUSDT,12.2,17.0589
43,21,TIAUSDT,0.0,17.059
44,22,TIAUSDT,0.0,17.0591
45,23,TIAUSDT,75.4,17.0592
46,24,TIAUSDT,0.4,17.0608
47,25,TIAUSDT,0.0,17.0634
48,26,TIAUSDT,0.7,17.0655
49,27,TIAUSDT,0.0,17.0743
50,28,TIAUSDT,0.0,17.0744
51,29,TIAUSDT,170.4,17.0801
