,coin,Unnamed: 0_x,cluster_v_usdt_x,cluster_v_buyer_usdt_x,v_4_vb,v_8_vb,v_4_b,v_8_b,d8_b,Unnamed: 0_y,cluster_v_usdt_y,cluster_v_buyer_usdt_y,v_4_va,v_8_va,v_4_a,v_8_a,d8_a,cluster_v,cluster_p,trade_min_p,trade_max_p,cluster_v_usdt,cluster_v_buyer_usdt,amount_max,till_date,Unnamed: 0,buyer,trades_v_usdt,liq_v_l_usdt,liq_v_s_usdt,cluster_max_avg,liq_l_max_avg,liq_s_max_avg,C-i,B/A,B-i,BVi,A/B,A-i,AVi,Liq L,Liq S,L-i L,L-i S,BVi_test,AVi_test
2,MBLUSDT,34857,8862002.9839425,8857623.746369999,297126463.0,311643438.0,1615149.010763,1690686.199991,1690686.199991,6334,3931806.201935,3929863.2649399997,33272118.0,33519445.0,185850.349845,187281.383867,187281.383867,1863773.0,0.0055225,0.005503,0.005537,10292.6863925,10287.60017,77699030.0,2024-02-18,0,53,16314.491218,14067.422347900001,,93603.84995460002,55134.689377279996,9227.094033390002,0.1,9.0,1.0,156.9,0.1,1.0,18.1,14.1,,0.3,,99.0,11.4
0,DENTUSDT,120,1984.3250399999997,0.0,146278340.0,146379703.0,206890.464981,207028.217298,207028.217298,81,1433.1236399999998,0.0,104809674.0,104809674.0,149113.890586,149113.890586,149113.890586,25878.0,0.0014199999999999998,0.001418,0.00142,36.746759999999995,0.0,105331374.0,2024-02-18,0,1,386.262905,,,93693.1604803,51050.252033799996,18899.744908,0.0,1.4,1.0,5630.2,0.7,1.0,4057.9,,,,,535.6,386.0
15,FLOWUSDT,197,12214.37314,7941.98755,1268947.55,1268947.55,1202461.05066,1202461.05066,1202461.05066,98,7529.4081,4895.74575,563966.66,563966.66,541417.08328,541417.08328,541417.08328,175.48,0.9535,0.952,0.953,167.32018,108.79435,327836.0,2024-02-18,0,2,188.1574,,,237201.81815934996,69843.49376000001,17138.46771,0.0,2.2,1.0,7186.6,0.5,1.0,3235.8,,,,,6390.7,2877.5
27,PHBUSDT,15431,88871.724,0.0,294674.0,307398.0,475992.7554,495607.0819,495607.0819,5305,50505.515999999996,0.0,79809.0,122992.0,132103.9761,207655.5078,207655.5078,92.0,1.629,1.6263,1.6283,149.868,0.0,338846.0,2024-02-18,0,8,737.0096,,,316328.699235,65286.332451099996,18088.81803258,0.0,2.4,1.0,3176.1,0.4,0.6,881.5,,,,,645.8,179.2
26,ASTUSDT,44,1100.0876999999998,0.0,274213.0,274213.0,29040.788500000002,29040.788500000002,29040.788500000002,43,654.1062,0.0,227599.0,227599.0,24524.7658,24524.7658,24524.7658,278.0,0.10694999999999999,0.1068,0.107,29.732099999999996,0.0,46150.0,2024-02-18,0,2,528.7156,,,54956.43490000001,,,0.0,1.2,1.0,976.7,0.8,1.0,824.9,,,,,54.9,46.4
25,ARKMUSDT,52049,14578258.464000002,16738171.758,559027.0,565678.0,824910.0658,834270.8505000001,834270.8505000001,19503,9093787.92,10441122.615,219856.0,219929.0,330151.8011,330269.4041,330269.4041,9456.0,1.491,1.489,1.4957,14098.896,16187.787,982579.0,2024-02-18,0,74,38443.2065,,,538807.38513,174207.13495612,49372.39140563,0.0,2.5,1.0,58.5,0.4,1.0,23.4,,,,,21.5,8.6
24,AGIXUSDT,101626,6521602.373,3625646.0745,584843.0,607085.0,481065.75414,498193.2324,498193.2324,58976,4845884.901,2694040.9065,665458.0,665458.0,556099.1206,556099.1206,556099.1206,4862.0,0.8285,0.82737,0.82898,4028.167,2239.4355,531857.0,2024-02-18,0,42,9846.25956,,,439239.28328,97004.58330715999,70195.12527661,0.0,0.9,1.0,119.4,1.1,1.0,138.1,,,,,48.9,56.5
23,WOOUSDT,2087,41451.22674,41451.22674,1323447.8,1323447.8,624186.75198,624186.75198,624186.75198,2160,42133.551459999995,42133.551459999995,999004.6,999004.6,475166.73493,475166.73493,475166.73493,359.8,0.47409999999999997,0.4734,0.4739,170.58118,170.58118,245256.0,2024-02-18,0,6,1124.09596,,,244728.3867585,97555.654608,17169.506282,0.0,1.3,1.0,3659.2,0.8,1.0,2785.6,,,,,555.3,422.7
22,GALUSDT,752,2436986.0046400004,2436986.0046400004,59790.906,59790.906,176689.589369,176689.589369,176689.589369,518,2217257.7583200005,2217257.7583200005,88868.811,90693.368,264673.182957,270420.890346,270420.890346,6720.032,2.9725,2.965,2.972,19975.295120000002,19975.295120000002,269798.0,2024-02-18,0,8,31165.056806999997,,,444551.35331429995,59073.16183,28093.566859000002,0.0,0.7,1.0,8.8,1.5,1.0,13.3,,,,,5.7,8.5
21,BICOUSDT,382,416.216394,0.0,97826.82,97826.82,38611.513365,38611.513365,38611.513365,135,220.95438199999998,0.0,47302.42,47302.42,18871.145245,18871.145245,18871.145245,12.94,0.3971,0.3965,0.397,5.1384739999999995,0.0,192721.0,2024-02-18,0,3,505.799682,,,93868.39013440002,76602.18012378001,6380.900623760001,0.0,2.0,1.0,7514.2,0.5,1.0,3672.5,,,,,76.3,37.3
20,AMPUSDT,1137,1626.8956199999998,0.0,36505795.0,36719107.0,186711.842683,187767.776185,187767.776185,209,586.7492399999999,0.0,7805475.0,7805475.0,40823.570746,40823.570746,40823.570746,1708.0,0.0052049999999999996,0.005196,0.005202,8.890139999999999,0.0,296400.0,2024-02-18,0,1,19.588776000000003,,,130722.4270321,,,0.0,4.6,1.0,21002.1,0.2,1.0,4592.0,,,,,9531.6,2084.0
