,coin,cluster_v,cluster_p,trade_min_p,trade_max_p,cluster_v_usdt,cluster_v_buyer_usdt
0,ASRUSDT,37.3,2.4725,2.469,2.472,92.22425,0.0
0,TKOUSDT,148.9,0.4545,0.4537,0.4543,67.67505,85.12785000000001
0,DEGOUSDT,4989.450000000001,2.3575,2.354,2.369,11762.628375000002,14791.7094
0,REEFUSDT,583991.0,0.0017859999999999998,0.001783,0.001787,1043.007926,887.493762
0,FORTHUSDT,1434.48,4.133,4.127,4.14,5928.7058400000005,1631.6670699999997
0,PSGUSDT,197.54,3.6755,3.67,3.675,726.05827,605.42836
0,SUPERUSDT,4693.0,0.9935,0.9876,0.9942,4662.4955,2708.281
0,BADGERUSDT,229.71,4.057,4.051,4.059,931.9334700000002,249.99234
0,SLPUSDT,987542.0,0.0037264999999999998,0.003721,0.003731,3680.0752629999997,1112.8782334999999
0,BARUSDT,401.65999999999997,2.6285,2.622,2.635,1055.7633099999998,1445.7012849999999
0,CFXUSDT,27307.0,0.2496,0.249,0.2501,6815.8272,2613.0624
0,ALICEUSDT,2641.18,1.451,1.449,1.454,3832.35218,7665.458880000002
0,PONDUSDT,8556.46,0.02127,0.02124,0.02127,181.99590419999998,0.0
0,SFPUSDT,722.0,0.7945,0.7935,0.795,573.629,135.8595
0,1INCHUSDT,63904.1,0.49924999999999997,0.4985,0.4999,31904.121924999996,25546.622499999998
0,CELOUSDT,17733.1,0.82605,0.824,0.827,14648.427254999999,7881.425654999998
0,TWTUSDT,7478.0,1.3165,1.3131,1.3188,9844.787,9639.413
0,RIFUSDT,8189.0,0.19390000000000002,0.1936,0.194,1587.8471000000002,1397.6312
0,ORDIUSDT,370.37,63.465999999999994,63.371,63.713,23505.90242,9530.689219999998
0,UNFIUSDT,440.5,7.0255,7.008,7.033,3094.73275,2635.26505
0,ARUSDT,783.8100000000001,13.823,13.802,13.893,10834.605630000002,3595.3623000000002
0,MEMEUSDT,317824.0,0.027275,0.027183,0.027288,8668.6496,6056.659225
0,XEMUSDT,7433.0,0.03843,0.03837,0.03843,285.65019,0.0
0,LINAUSDT,3903708.5,0.009604999999999999,0.009592,0.009633,37495.120142499996,6228.186862699999
0,AVAUSDT,627.6999999999999,0.5968,0.5959,0.5987,374.61135999999993,52.51840000000001
0,CAKEUSDT,7725.5199999999995,3.2255000000000003,3.221,3.228,24918.66476,20172.277
0,POLSUSDT,1316.9,0.9135,0.9122,0.9147,1202.9881500000001,1193.12235
0,PERPUSDT,3410.53,1.4144999999999999,1.40945,1.41556,4824.1946849999995,988.4525999999998
0,ROSEUSDT,36892.7,0.12129999999999999,0.12111,0.12144,4475.08451,4150.97091
0,TRUUSDT,38981.0,0.063215,0.06312,0.06334,2464.1839149999996,2004.8637249999997
0,SKLUSDT,70714.0,0.087815,0.08768,0.08804,6209.74991,968.9507100000001
0,GRTUSDT,226885.0,0.2702,0.2698,0.2712,61304.327,32210.0016
0,TLMUSDT,500302.0,0.01804,0.01798,0.01806,9025.44808,7866.91928
0,ACMUSDT,421.29999999999995,2.279,2.271,2.279,960.1426999999999,0.0
0,STRAXUSDT,2195.7,1.0074999999999998,1.006,1.009,2212.1677499999996,1706.6042499999996
0,CKBUSDT,1417182.0,0.012005,0.011903,0.012025,17013.26991,8012.749255
0,HARDUSDT,5206.0,0.2006,0.2003,0.2012,1044.3236,2464.5716
0,DODOUSDT,12804.9,0.2011,0.2008,0.2018,2575.0653899999998,2574.84418
0,JUVUSDT,1737.82,2.4105,2.407,2.417,4189.015109999999,2127.5314049999997
0,LITUSDT,5547.5,1.2309999999999999,1.228,1.235,6828.972499999999,5310.410899999999
0,MDXUSDT,83728.5,0.07321,0.0731,0.0736,6129.7634849999995,3687.653589
0,FIROUSDT,274.4,1.794,1.791,1.797,492.2736,438.09479999999996
0,BURGERUSDT,3970.7,0.6495,0.6479,0.65,2578.9696499999995,520.3144500000001
0,ICPUSDT,667.8,12.604,12.585,12.6,8416.9512,392.36251999999996
0,MASKUSDT,9599.2,4.667,4.609,4.669,44799.466400000005,15081.4105
0,BAKEUSDT,8592.9,0.41915,0.4181,0.4196,3601.714035,1346.2259700000002
0,OMUSDT,37386.0,0.2212,0.21936,0.22132,8269.7832,263.67040000000003
0,FISUSDT,8563.0,0.4446,0.4435,0.4445,3807.1098,3771.9864
0,ATMUSDT,773.1099999999999,2.7145,2.708,2.717,2098.607095,749.826335
0,FIOUSDT,10123.0,0.03357,0.03352,0.03364,339.82911,116.68932000000001
0,PAXGUSDT,3.2260999999999997,2010.0115,2007.0,2012.0,6484.49810015,1862.67765705
0,WINGUSDT,520.86,9.3225,9.29,9.36,4855.71735,2442.588225
0,AKROUSDT,787136.0,0.005804,0.005784,0.005856,4568.537344,4633.466692
