,Unnamed: 0,coin,v,price
0,0,LTOUSDT,1190.0,0.1021
1,1,LTOUSDT,18659.0,0.102
2,2,LTOUSDT,14642.0,0.1018
3,3,LTOUSDT,30861.0,0.1012
4,0,RLCUSDT,659.5,3.748
5,1,RLCUSDT,2730.3,3.739
6,0,CVCUSDT,69004.0,0.1088
7,0,DOCKUSDT,42489.0,0.03441
8,0,COMPUSDT,6.546,69.5
9,1,COMPUSDT,9.979,69.49
10,2,COMPUSDT,1.553,69.48
11,3,COMPUSDT,4.662,69.47
12,4,COMPUSDT,0.346,69.46
13,5,COMPUSDT,1.152,69.45
14,6,COMPUSDT,51.861,69.43
15,7,COMPUSDT,7.336,69.4
16,8,COMPUSDT,77.486,69.39
17,9,COMPUSDT,75.887,69.38
18,10,COMPUSDT,0.949,69.37
19,11,COMPUSDT,1.767,69.36
20,12,COMPUSDT,5.065,69.33
21,13,COMPUSDT,73.289,69.31
22,14,COMPUSDT,0.736,69.26
23,15,COMPUSDT,152.814,69.25
24,16,COMPUSDT,79.455,69.23
25,17,COMPUSDT,117.728,69.19
26,18,COMPUSDT,102.786,68.55
27,19,COMPUSDT,3.795,68.34
28,0,VTHOUSDT,471434.0,0.00469
29,1,VTHOUSDT,5290.0,0.004689
30,2,VTHOUSDT,1175940.0,0.004676
31,0,SCUSDT,0.0,0.009867
32,1,SCUSDT,0.0,0.009866
33,2,SCUSDT,0.0,0.009865
34,3,SCUSDT,0.0,0.009864
35,4,SCUSDT,0.0,0.009863
36,5,SCUSDT,41521.0,0.009862
37,6,SCUSDT,769.0,0.009861
38,7,SCUSDT,11584.0,0.00986
39,8,SCUSDT,46902.0,0.009859
40,9,SCUSDT,4831.0,0.009858
41,10,SCUSDT,31459.0,0.009854
42,11,SCUSDT,51788.0,0.009853
43,12,SCUSDT,63266.0,0.009852
44,13,SCUSDT,767.0,0.009851
45,14,SCUSDT,21138.0,0.00985
46,15,SCUSDT,19591.0,0.009849
47,16,SCUSDT,28209.0,0.009845
48,17,SCUSDT,104065.0,0.009843
49,18,SCUSDT,34937.0,0.009838
50,19,SCUSDT,769.0,0.009837
51,20,SCUSDT,21364.0,0.009835
52,21,SCUSDT,46276.0,0.009832
