,coin,Unnamed: 0_x,cluster_v_usdt_x,cluster_v_buyer_usdt_x,v_4_vb,v_8_vb,v_4_b,v_8_b,d8_b,Unnamed: 0_y,cluster_v_usdt_y,cluster_v_buyer_usdt_y,v_4_va,v_8_va,v_4_a,v_8_a,d8_a,cluster_v,cluster_p,trade_min_p,trade_max_p,cluster_v_usdt,cluster_v_buyer_usdt,amount_max,till_date,Unnamed: 0,buyer,trades_v_usdt,liq_v_l_usdt,liq_v_s_usdt,cluster_max_avg,liq_l_max_avg,liq_s_max_avg,C-i,B/A,B-i,BVi,A/B,A-i,AVi,Liq L,Liq S,L-i L,L-i S,BVi_test,AVi_test
37,DYDXUSDT,3305,9199360.19859,6620097.949429999,1677712.19,1678430.06,5908971.82556,5911373.50741,5911373.50741,2225,6890571.354975,4958633.678074999,1116663.51,1116663.51,3961971.67557,3961971.67557,3961971.67557,5056.53,3.5395,3.534,3.542,17897.587935,12879.567994999998,1230816.0,2024-02-18,0,18,33898.05335,,,1259845.3705550001,330206.4960200001,163103.84535000002,0.0,1.5,1.0,330.2,0.7,1.0,221.4,,,,,174.3,116.9
38,FRONTUSDT,3055,527795.554,527795.554,351916.0,351916.0,223938.3043,223938.3043,223938.3043,2400,487195.896,487195.896,384798.0,384798.0,248284.1835,248284.1835,248284.1835,2879.0,0.641,0.6394,0.6416,1845.439,1845.439,1898497.0,2024-02-18,0,22,7068.5627,,,346606.00463,71592.57953758,40545.89411005,0.0,0.9,1.0,121.3,1.1,1.0,134.5,,,,,31.7,35.1
39,ACHUSDT,2026,782171.42816,116115.83872000001,38861588.0,39020454.0,1031761.23441,1035767.20533,1035767.20533,1345,563745.89636,83689.87312000002,23964601.0,25332424.0,645360.63895,683646.00472,683646.00472,77708.0,0.026770000000000002,0.02673,0.02682,2080.24316,308.81872000000004,327899.0,2024-02-18,0,7,6163.04399,,,201350.08289350002,79104.1345578,14097.097273340001,0.0,1.5,1.0,496.0,0.7,0.9,310.2,,,,,167.4,104.7
40,API3USDT,1051,258673.13640000002,95492.7631,176159.36,176159.36,693566.21619,693566.21619,693566.21619,899,261590.5026,96569.74914999999,182437.47,182437.47,722303.895,722303.895,722303.895,245.88,3.955,3.949,3.954,972.4554,358.99535,865964.0,2024-02-18,0,3,1389.27453,,,613873.1819755,120126.27298400001,169944.21721600002,0.0,1.0,1.0,713.2,1.0,1.0,742.8,,,,,499.2,519.9
41,FLUXUSDT,470,68009.54006,0.0,30352.850000000002,30352.850000000002,26132.099117,26132.099117,26132.099117,45,26003.647670000002,0.0,29072.329999999998,29072.329999999998,25338.992024,25338.992024,25338.992024,1154.23,0.8665,0.8651,0.8664,1000.140295,0.0,200279.0,2024-02-18,0,2,1092.5889329999998,,,154175.92605135002,,,0.0,1.0,1.0,26.1,1.0,1.0,25.3,,,,,23.9,23.2
44,JOEUSDT,1395,253481.20170000006,0.0,797325.96,797440.15,445889.160654,445949.213246,445949.213246,1199,215788.82970000006,0.0,862733.04,862733.04,485698.86278,485698.86278,485698.86278,1678.2,0.5615000000000001,0.5608,0.5617,942.3093000000002,0.0,471205.0,2024-02-18,0,0,1368.699145,,,347401.9554815,41951.507258180005,16937.64906578,0.0,0.9,1.0,473.2,1.1,1.0,515.4,,,,,325.8,354.9
29,FORTHUSDT,756,136338.984,25835.3184,15226.54,15226.54,63125.91757,63125.91757,63125.91757,222,52024.085999999996,9858.2136,9174.79,9174.79,38380.45795,38380.45795,38380.45795,215.1,4.17,4.164,4.169,896.967,169.9692,336318.0,2024-02-18,0,1,2083.68205,,,104913.94326100001,,,0.0,1.6,1.0,70.4,0.6,1.0,42.8,,,,,30.3,18.4
45,QIUSDT,241,95979.554925,0.0,6628858.0,7372843.0,113190.64451,125246.56375,125246.56375,93,72895.8645,0.0,5596524.0,28715560.0,96794.85452000001,520866.13314,520866.13314,70615.0,0.017204999999999998,0.01718,0.01721,1214.931075,0.0,51618.0,2024-02-18,0,2,1369.05262,,,187149.26031850002,,,0.0,0.2,0.9,93.2,4.2,0.2,79.7,,,,,82.7,70.7
46,RNDRUSDT,3126,494680.423965,79673.04208500001,375072.47000000003,388931.09,2698211.52056,2793833.14224,2793833.14224,2299,407442.192885,65622.48556500001,336141.89,336141.89,2435182.9275,2435182.9275,2435182.9275,137.03,7.234500000000001,7.224,7.233,991.3435350000001,159.66541500000002,866991.0,2024-02-18,0,20,7771.94433,,,1296325.8254669998,130181.3064796,40218.93411287999,0.0,1.1,1.0,2721.8,0.9,1.0,2456.4,,,,,347.2,313.3
47,SPELLUSDT,48283,22412218.717141498,1548819.652653,1506434762.0,1575836927.0,1341210.0726899,1400016.9765071,1400016.9765071,12323,10420967.9385435,720151.813017,331284402.0,349216696.0,300035.6870305,317049.2256905,317049.2256905,12221479.0,0.0008985,0.0008964,0.000902,10980.9988815,758.853333,479595.0,2024-02-18,0,119,46019.6566444,,,272813.88958247495,82763.01525785998,60496.474595839994,0.0,4.4,1.0,122.1,0.2,0.9,27.3,,,,,29.1,6.5
48,WOOUSDT,5201,1958873.1623999998,626985.6515999999,2311162.8,2313006.7,1224490.88908,1225427.04308,1225427.04308,4359,1725673.9763999998,552344.5025999999,1964454.2,1964472.5,1049790.60247,1049800.79923,1049800.79923,5840.2,0.5324,0.5316,0.5335,3109.32248,995.2153199999998,245256.0,2024-02-18,0,14,9870.755799999999,,,252390.88187400004,97555.654608,21394.143894000004,0.0,1.2,1.0,393.8,0.9,1.0,337.6,,,,,124.1,106.4
49,XNOUSDT,193,67536.3312,0.0,126716.18,127897.25,149223.18869,150564.40357999998,150564.40357999998,197,54548.57519999999,0.0,51651.33,57210.51,62083.1683,69004.3474,69004.3474,726.08,1.1925,1.191,1.195,865.8503999999999,0.0,70080.0,2024-02-18,0,1,2838.8506500000003,,,59325.177838,,,0.0,2.2,1.0,172.3,0.5,0.9,71.7,,,,,52.6,21.9
51,AMBUSDT,136,65837.345625,65837.345625,25723024.0,26497547.0,255731.13901,262905.24975,262905.24975,87,49158.551400000004,49158.551400000004,27176543.0,29169024.0,272007.82485,293122.04984,293122.04984,87915.0,0.009985,0.00997,0.00998,877.8312750000001,877.8312750000001,839260.0,2024-02-18,0,4,1297.2483399999999,,,192889.09473339998,51793.07781321999,17344.39079935,0.0,0.9,1.0,291.3,1.1,0.9,309.9,,,,,197.1,209.7
52,ARKMUSDT,8045,43437.681,10342.305,523266.0,523972.0,726359.184,727284.1146,727284.1146,8070,44672.03999999999,10636.199999999999,598121.0,601203.0,842350.995,846881.535,846881.535,42.0,1.3995,1.3972,1.3996,58.778999999999996,13.995,982579.0,2024-02-18,0,8,2939.8898,,,538807.38513,180586.10786894,59227.52588337,0.0,0.9,1.0,12357.5,1.2,1.0,14330.8,,,,,247.1,286.5
53,PHBUSDT,2207,68332.95000000001,68332.95000000001,111837.0,111837.0,171703.9051,171703.9051,171703.9051,2156,52844.14800000001,52844.14800000001,89901.0,89998.0,139896.0167,140054.0588,140054.0588,147.0,1.5495,1.5474,1.5491,227.77650000000003,227.77650000000003,338846.0,2024-02-18,0,5,787.9815,,,316328.699235,67402.8276719,18211.67255972,0.0,1.2,1.0,753.8,0.8,1.0,614.2,,,,,217.9,177.5
54,SEIUSDT,11428,29725580.7002,28124761.075949993,11759430.6,11838075.4,10012329.43814,10075245.14228,10075245.14228,6752,21092177.0966,19956294.458849993,9995476.8,9997863.1,8619444.64787,8621592.556499999,8621592.556499999,40879.6,0.8585,0.8561,0.8582,35095.1366,33205.14884999999,3578762.0,2024-02-18,0,23,81408.75209,,,1785789.586795,345645.46468432003,244611.18630469995,0.0,1.2,1.0,285.3,0.9,1.0,245.6,,,,,123.0,105.9
55,UFTUSDT,552,12434.106,0.0,217340.0,217854.0,94482.2727,94698.2914,94698.2914,492,12076.289999999999,0.0,78339.0,78339.0,34503.3823,34503.3823,34503.3823,204.0,0.4385,0.438,0.4387,89.454,0.0,195399.0,2024-02-18,0,0,804.6064,,,127446.877155,,,0.0,2.7,1.0,1056.2,0.4,1.0,385.7,,,,,117.4,42.9
30,GRTUSDT,1600,653449.113,4690.275000000001,11134953.0,11146196.0,3009962.6919,3012774.5662,3012774.5662,1114,460255.46220000007,3303.5850000000005,8684803.0,8684803.0,2369453.149,2369453.149,2369453.149,6966.0,0.27190000000000003,0.2715,0.272,1894.0554000000002,13.595000000000002,410573.0,2024-02-18,0,10,6445.6136,,,747945.6837550001,121832.24676000001,47222.927614,0.0,1.3,1.0,1589.2,0.8,1.0,1251.0,,,,,467.0,367.6
28,CKBUSDT,3306,943753.0079549999,1343054.441685,39345984.0,39345984.0,459712.241765,459712.241765,459712.241765,2205,710442.1307099999,1011029.84697,13130627.0,13137052.0,154948.155357,155026.894649,155026.894649,178809.0,0.011755,0.01174,0.011773,2101.899795,2991.212565,72023.0,2024-02-18,0,20,10345.521235,,,801029.8033931002,106769.94310968,154905.72767385002,0.0,3.0,1.0,218.7,0.3,1.0,73.7,,,,,44.4,15.0
1,FETUSDT,11934,7134351.888,8506371.456,1882077.0,1882077.0,2006175.7492,2006175.7492,2006175.7492,7960,6328037.44,7544993.28,1105949.0,1108555.0,1190784.7959,1193702.7341,1193702.7341,9521.0,1.072,1.0704,1.0734,10206.512,12169.344000000001,2263752.0,2024-02-18,0,70,27129.5614,,,667346.010785,173790.44250034,73253.51304204,0.0,1.7,1.0,196.6,0.6,1.0,116.7,,,,,73.9,43.9
14,VTHOUSDT,5256,1105917.8935260002,1340741.3400025,94562756.0,105851391.0,454943.80506,506575.84714800003,506575.84714800003,2630,680890.175364,825465.9875350001,51906894.0,52617318.0,255285.077821,258904.276981,258904.276981,434604.0,0.0048655,0.004858,0.004877,2114.565762,2563.5589675,171669.0,2024-02-18,0,27,8456.302031,,,473860.5159019,,,0.0,2.0,0.9,215.1,0.5,1.0,120.7,,,,,53.8,30.2
2,ICXUSDT,316,161693.80920000002,129689.8092,654093.1,654221.4,165472.17409000001,165502.42723,165502.42723,249,109079.157,87489.157,444485.8,444485.8,113278.35084,113278.35084,113278.35084,5052.3,0.254,0.2536,0.254,1283.2842,1029.2842,930593.7,2024-02-18,0,7,7187.0078300000005,,,110829.838582,42452.74128,11133.01212,0.0,1.5,1.0,128.9,0.7,1.0,88.3,,,,,23.0,15.8
3,IOSTUSDT,39,2353.282715,0.0,27843259.0,27851712.0,271397.76107999997,271474.14664,271474.14664,24,2052.863645,0.0,32007564.0,32007564.0,315333.43256,315333.43256,315333.43256,5117.0,0.009785,0.00977,0.00978,50.069845,0.0,16292019.0,2024-02-18,0,1,182.56454,,,81416.17082580001,36760.023787,8352.808928999999,0.0,0.9,1.0,5420.4,1.2,1.0,6297.9,,,,,1486.6,1727.2
4,KEYUSDT,1214,52095.62400000001,580922.2244,18035902.0,18035902.0,128196.380916,128196.380916,128196.380916,953,43590.21600000001,486077.7796,12471658.0,14991515.0,89252.203744,108648.748575,108648.748575,37200.0,0.007145,0.007133,0.007143,265.79400000000004,2963.8889,42531178.0,2024-02-18,0,43,6582.565229,,,256898.03711195002,76080.1326441,39162.512980479994,0.0,1.2,1.0,482.3,0.8,0.8,335.8,,,,,19.5,13.6
5,ONEUSDT,1655,428930.19372,750284.1441479999,29645298.1,29645298.1,596712.693802,596712.693802,596712.693802,630,240833.75630999997,421266.09732899995,7657951.6,7997812.1,156611.671123,164044.897648,164044.897648,86299.0,0.02037,0.02034,0.02039,1757.9106299999999,3074.935017,9194520.2,2024-02-18,0,17,6317.431278999999,,,158523.36424599998,52892.38518200001,12947.000957,0.0,3.6,1.0,339.4,0.3,1.0,89.1,,,,,94.5,24.8
6,TFUELUSDT,623,769.4621999999999,0.0,679003.0,679003.0,34244.01764,34244.01764,34244.01764,710,745.6644,0.0,699354.0,699354.0,35678.35483,35678.35483,35678.35483,156.0,0.05085,0.05077,0.05083,7.9326,0.0,3149507.0,2024-02-18,0,0,856.55504,,,103388.5658255,,,0.0,1.0,1.0,4316.9,1.0,1.0,4497.7,,,,,40.0,41.7
7,THETAUSDT,626,2370775.3765499997,2370775.3765499997,1247146.5,1300972.5,1652578.3619,1720282.0094,1720282.0094,458,1682485.7510999998,1682485.7510999998,435907.60000000003,435907.60000000003,583266.3323,583266.3323,583266.3323,8192.9,1.3335,1.33,1.334,10925.232149999998,10925.232149999998,417689.5,2024-02-18,0,9,20643.5945,,,280478.98840000003,85736.870188,31556.316743999992,0.0,2.9,1.0,151.3,0.3,1.0,53.4,,,,,80.1,28.3
9,IQUSDT,2225,900202.816348,900202.816348,14185596.0,18860334.0,104211.39579,137092.294352,137092.294352,1215,688390.388972,688390.388972,11216465.0,11216465.0,83841.697159,83841.697159,83841.697159,324782.0,0.007411,0.0074,0.007428,2406.959402,2406.959402,73595.0,2024-02-18,0,13,5623.1964960000005,,,156142.37061319998,,,0.0,1.6,0.8,43.3,0.6,1.0,34.8,,,,,18.5,14.9
10,RENUSDT,6251,7259.6642999999995,0.0,2869933.0,2991405.0,226598.781143,235598.663271,235598.663271,4584,4415.6721,0.0,1710982.0,1710982.0,136024.335773,136024.335773,136024.335773,157.0,0.07944999999999999,0.079338,0.079423,12.47365,0.0,9518186.0,2024-02-18,0,6,457.39484899999997,,,196242.60289399998,91301.18514400002,17095.869805999995,0.0,1.7,1.0,18166.2,0.6,1.0,10904.9,,,,,495.4,297.4
11,RLCUSDT,1425,80765.92800000001,0.0,105890.0,105890.0,389445.3129,389445.3129,389445.3129,920,60488.52480000001,0.0,77722.0,78284.4,289630.3336,291798.3856,291798.3856,92.80000000000001,3.7035,3.698,3.703,343.68480000000005,0.0,268686.7,2024-02-18,0,0,1191.0148000000002,,,421688.32924500003,66771.01693,65357.06907599999,0.0,1.3,1.0,1133.1,0.7,1.0,842.7,,,,,327.0,243.2
12,RVNUSDT,406,6380.647182,19638.84258,14046648.6,14068728.9,336918.58052200003,337420.82217400003,337420.82217400003,152,4456.325016,13716.01704,8600135.5,8899446.4,209042.959106,216746.432493,216746.432493,2098.2,0.024135,0.0241,0.02413,50.640057,155.86383,6466743.300000001,2024-02-18,0,6,1046.929448,,,148049.48579854998,64975.187482,15002.930464,0.0,1.6,1.0,6653.2,0.6,1.0,4128.0,,,,,321.8,199.7
13,SCUSDT,47002,24324810.048,28736961.792,58817648.0,79842501.0,694727.808556,935845.014063,935845.014063,29855,20093306.6334,23737927.8136,26734416.0,73332028.0,329269.26595000003,930566.103046,930566.103046,1047039.0,0.0121,0.012045,0.012165,12669.1719,14967.167599999999,79392.0,2024-02-18,0,182,63145.434074,,,403310.4589515,,,0.0,1.0,0.7,54.8,1.0,0.4,26.0,,,,,11.0,5.2
15,AAVEUSDT,7381,28809286.1004,28774546.88056,13897.319,13897.319,1396663.55103,1396663.55103,1396663.55103,6162,29128376.29455,29093252.304870002,15946.094000000001,15946.094000000001,1615765.22333,1615765.22333,1615765.22333,451.14,101.0425,100.79,101.01,45584.31345,45529.34633,783587.0,2024-02-18,0,83,117058.28336,,,1010509.9657388501,119118.58781999999,65423.65024,0.0,0.9,1.0,30.6,1.2,1.0,35.4,,,,,11.9,13.8
27,CFXUSDT,942,26379.8964,67394.7936,11097616.0,11097616.0,2739258.0246,2739258.0246,2739258.0246,807,22656.927150000003,57883.431599999996,15410161.0,15417012.0,3830020.2145,3831828.8785,3831828.8785,429.0,0.24795,0.2476,0.2479,106.37055000000001,271.7532,1083117.0,2024-02-18,0,8,10429.878499999999,,,741311.81559,257607.49228368,177690.02834574002,0.0,0.7,1.0,25752.0,1.4,1.0,36006.4,,,,,262.6,367.2
16,ALPHAUSDT,395,787241.125,1589827.25,3672302.0,3697339.0,502101.7585,505395.9589,505395.9589,237,507897.50000000006,1025695.0000000001,4577318.0,4577318.0,631635.4481,631635.4481,631635.4481,36938.0,0.1375,0.1373,0.1375,5078.975,10256.95,89902.0,2024-02-18,0,6,10814.6275,,,170596.73616799997,88098.99822400001,25062.215624999997,0.0,0.8,1.0,98.9,1.2,1.0,124.4,,,,,46.4,58.4
17,AUDIOUSDT,2430,474335.5536299999,0.0,2708411.4,2708929.6,653561.94823,653681.71964,653681.71964,938,259909.89239999995,0.0,1507655.8,1507655.8,367855.14985,367855.14985,367855.14985,4455.7,0.24305,0.2427,0.2435,1082.9578849999998,0.0,240242.0,2024-02-18,0,22,2369.31794,,,187345.1842465,62521.499180000006,13136.307649999997,0.0,1.8,1.0,603.5,0.6,1.0,339.7,,,,,275.8,155.3
18,DIAUSDT,1774,245553.13775999995,0.0,171962.5,171962.5,88381.02905,88381.02905,88381.02905,626,147140.79071999996,0.0,395264.9,402974.4,206873.17648,211148.03333,211148.03333,1834.6,0.5207999999999999,0.5195,0.521,955.4596799999998,0.0,52560.0,2024-02-18,0,1,2007.30337,,,189404.350668,,,0.0,0.4,1.0,92.5,2.4,1.0,216.5,,,,,44.0,103.1
19,FILUSDT,4573,17998567.60515,11924824.673190001,525818.68,569877.76,4186187.01265,4515991.83865,4515991.83865,3402,15507826.78335,10274601.81891,592567.6,592567.6,4745512.06215,4745512.06215,4745512.06215,3707.85,7.997,7.985,7.994,29651.67645,19645.51017,1236637.0,2024-02-18,0,27,80926.251,,,2513309.031719,650735.37918,427190.4047499999,0.0,1.0,0.9,141.2,1.1,1.0,160.0,,,,,51.7,58.6
20,FLMUSDT,21,816.8219999999999,0.0,2057822.0,2121592.0,201632.944,207541.2491,207541.2491,18,347.14934999999997,0.0,947183.0,949026.0,93787.7879,93981.1186,93981.1186,207.0,0.09864999999999999,0.0985,0.0986,20.42055,0.0,1172667.0,2024-02-18,0,1,55.57470000000001,,,95070.98563350001,61390.91797999999,19251.859399999998,0.0,2.2,1.0,9874.0,0.5,1.0,4592.8,,,,,3628.1,1687.6
21,NEARUSDT,4907,7329734.5392,3439817.1504000006,512318.4,514410.0,1965037.9278,1972760.6392,1972760.6392,3198,6708570.5952,3148307.2224000003,842359.7,862936.1,3275021.6461,3359384.8861000002,3359384.8861000002,4015.8,3.867,3.857,3.868,15529.098600000001,7287.748200000001,594804.0,2024-02-18,0,35,62293.5437,,,1479791.5941399997,328952.81516,170625.0954,0.0,0.6,1.0,126.5,1.7,1.0,210.9,,,,,31.5,52.6
22,NTRNUSDT,4376,1689085.0114999998,1416899.2018,444020.1,444401.9,732430.74872,733030.66061,733030.66061,3725,1422756.2544999998,1193487.7093999998,243992.3,243992.3,405322.52528,405322.52528,405322.52528,2115.5,1.6564999999999999,1.654,1.6569,3504.3257499999995,2939.6249,1446309.0,2024-02-18,0,11,3885.9793600000003,,,400781.44224,114619.78838279999,72280.95244739999,0.0,1.8,1.0,209.0,0.6,1.0,115.7,,,,,188.5,104.3
23,SUSHIUSDT,1240,2106383.7235499998,1320455.30445,2086742.6,2090057.9,3476353.9359999998,3481644.0331,3481644.0331,481,1247284.6217999998,781901.0262,1458893.3,1481016.0,2455657.9205,2495340.5867,2495340.5867,3791.2999999999997,1.6785,1.676,1.679,6363.69705,3989.29095,283363.0,2024-02-18,0,10,6589.814899999999,,,589089.4132300001,117175.47496000002,52701.168770000004,0.0,1.4,1.0,546.3,0.7,1.0,385.9,,,,,527.5,372.6
24,UNIUSDT,4977,1340036.067,1164464.1479999998,200842.83000000002,200842.83000000002,2258813.24033,2258813.24033,2258813.24033,4661,1265187.2056,1099422.0063999998,119209.62,119209.62,1349777.70216,1349777.70216,1349777.70216,213.86,11.29,11.273,11.286,2414.4794,2098.1335999999997,756407.0,2024-02-18,0,11,10682.03842,,,1552882.72683,669170.25438,351840.29188,0.0,1.7,1.0,935.5,0.6,1.0,559.0,,,,,211.5,126.4
25,1INCHUSDT,850,2436.1606349999997,0.0,1139987.8,1139987.8,562965.47262,562965.47262,562965.47262,876,2252.299455,0.0,1184134.6,1184579.6,588595.38308,588833.1465800001,588833.1465800001,30.9,0.49585,0.4951,0.4956,15.321765,0.0,266707.0,2024-02-18,0,9,11100.47516,,,378984.35680500005,92018.38128,32553.6414,0.0,1.0,1.0,36742.9,1.0,1.0,38415.6,,,,,50.7,53.0
26,ARUSDT,2089,89527.68,0.0,15110.39,15116.28,208032.16256,208107.99042,208107.99042,1611,72119.52,0.0,8113.55,8113.55,112366.31979000001,112366.31979000001,112366.31979000001,20.0,13.815999999999999,13.795,13.809,276.32,0.0,248603.0,2024-02-18,0,7,1222.82065,,,608440.3074985,91037.91982,34483.132470000004,0.0,1.9,1.0,752.9,0.5,1.0,406.7,,,,,170.1,91.9
56,WLDUSDT,7229,10691760.7335,7379520.832199998,909166.8,909166.8,7362716.1757,7362716.1757,7362716.1757,6172,10691760.7335,7379520.832199998,563317.1,563317.1,4594096.1375,4594096.1375,4594096.1375,1914.5,8.129,8.117,8.132,15562.9705,10741.660599999997,3842802.0,2024-02-18,0,83,95372.5045,,,1583927.72772,237848.53727410003,199653.99799722998,0.0,1.6,1.0,473.1,0.6,1.0,295.2,,,,,77.2,48.2
