,Unnamed: 0,coin,v,price,cluster_v,cluster_p,trade_min_p,trade_max_p,cluster_v_usdt,cluster_v_buyer_usdt,v_4_vb,v_8_vb
45,16,MBOXUSDT,15623.7,0.3356,11510.5,0.33799999999999997,0.3375,0.3383,3890.5489999999995,1147.4424,15623.7,15623.7
46,17,MBOXUSDT,33866.2,0.3355,11510.5,0.33799999999999997,0.3375,0.3383,3890.5489999999995,1147.4424,33866.2,33866.2
47,18,MBOXUSDT,4401.9,0.3346,11510.5,0.33799999999999997,0.3375,0.3383,3890.5489999999995,1147.4424,4401.9,4401.9
48,19,MBOXUSDT,1244.5,0.3326,11510.5,0.33799999999999997,0.3375,0.3383,3890.5489999999995,1147.4424,1244.5,1244.5
49,20,MBOXUSDT,507.0,0.3323,11510.5,0.33799999999999997,0.3375,0.3383,3890.5489999999995,1147.4424,507.0,507.0
50,21,MBOXUSDT,2070.2,0.3316,11510.5,0.33799999999999997,0.3375,0.3383,3890.5489999999995,1147.4424,2070.2,2070.2
51,22,MBOXUSDT,1728.0,0.3304,11510.5,0.33799999999999997,0.3375,0.3383,3890.5489999999995,1147.4424,1728.0,1728.0
52,23,MBOXUSDT,2834.8,0.3301,11510.5,0.33799999999999997,0.3375,0.3383,3890.5489999999995,1147.4424,2834.8,2834.8
53,24,MBOXUSDT,1534.2,0.3263,11510.5,0.33799999999999997,0.3375,0.3383,3890.5489999999995,1147.4424,1534.2,1534.2
54,25,MBOXUSDT,6371.3,0.326,11510.5,0.33799999999999997,0.3375,0.3383,3890.5489999999995,1147.4424,6371.3,6371.3
55,26,MBOXUSDT,1856.7,0.3259,11510.5,0.33799999999999997,0.3375,0.3383,3890.5489999999995,1147.4424,1856.7,1856.7
56,27,MBOXUSDT,11556.0,0.324,11510.5,0.33799999999999997,0.3375,0.3383,3890.5489999999995,1147.4424,0.0,11556.0
57,28,MBOXUSDT,2964.4,0.3237,11510.5,0.33799999999999997,0.3375,0.3383,3890.5489999999995,1147.4424,0.0,2964.4
58,0,ATAUSDT,9180.0,0.1357,400.0,0.13740000000000002,0.1372,0.1374,54.96000000000001,100.30200000000002,9180.0,9180.0
59,1,ATAUSDT,3819.0,0.1356,400.0,0.13740000000000002,0.1372,0.1374,54.96000000000001,100.30200000000002,3819.0,3819.0
60,0,SYSUSDT,0.0,0.1464,976.0,0.1466,0.1464,0.1466,143.0816,0.0,0.0,0.0
61,1,SYSUSDT,3426.0,0.1461,976.0,0.1466,0.1464,0.1466,143.0816,0.0,3426.0,3426.0
62,2,SYSUSDT,5649.0,0.146,976.0,0.1466,0.1464,0.1466,143.0816,0.0,5649.0,5649.0
63,0,DEXEUSDT,330.9,4.001,405.91,4.095000000000001,4.089,4.098,1662.2014500000002,744.7167000000002,330.9,330.9
64,0,AUCTIONUSDT,65.91,27.6,11.8,27.761499999999998,27.72,27.75,327.5857,0.0,65.91,65.91
65,1,AUCTIONUSDT,13.4,27.59,11.8,27.761499999999998,27.72,27.75,327.5857,0.0,13.4,13.4
66,2,AUCTIONUSDT,187.7,27.12,11.8,27.761499999999998,27.72,27.75,327.5857,0.0,187.7,187.7
67,3,AUCTIONUSDT,197.47,27.1,11.8,27.761499999999998,27.72,27.75,327.5857,0.0,197.47,197.47
68,0,DYDXUSDT,607.57,3.444,2827.48,3.4459999999999997,3.441,3.445,9743.496079999999,42.31688,0.0,0.0
69,1,DYDXUSDT,10288.21,3.379,2827.48,3.4459999999999997,3.441,3.445,9743.496079999999,42.31688,10288.21,10288.21
70,0,BEAMXUSDT,2607.0,0.031026,171278.0,0.031365000000000004,0.031315,0.031387,5372.134470000001,1520.3242800000003,2607.0,2607.0
71,0,RAYUSDT,432.5,0.942,945.6,0.9435,0.9425,0.9437,892.1736000000001,2656.7073,432.5,432.5
72,1,RAYUSDT,0.0,0.9417,945.6,0.9435,0.9425,0.9437,892.1736000000001,2656.7073,0.0,0.0
73,0,FRONTUSDT,131.0,0.6238,5319.0,0.62485,0.6233,0.6273,3323.57715,215.57325,0.0,0.0
74,1,FRONTUSDT,1058.0,0.6237,5319.0,0.62485,0.6233,0.6273,3323.57715,215.57325,0.0,0.0
75,2,FRONTUSDT,605.0,0.6235,5319.0,0.62485,0.6233,0.6273,3323.57715,215.57325,0.0,0.0
76,3,FRONTUSDT,3149.0,0.6226,5319.0,0.62485,0.6233,0.6273,3323.57715,215.57325,3149.0,3149.0
77,4,FRONTUSDT,4293.0,0.6225,5319.0,0.62485,0.6233,0.6273,3323.57715,215.57325,4293.0,4293.0
78,5,FRONTUSDT,2348.0,0.6224,5319.0,0.62485,0.6233,0.6273,3323.57715,215.57325,2348.0,2348.0
79,6,FRONTUSDT,19.0,0.6221,5319.0,0.62485,0.6233,0.6273,3323.57715,215.57325,19.0,19.0
80,7,FRONTUSDT,203.0,0.6212,5319.0,0.62485,0.6233,0.6273,3323.57715,215.57325,203.0,203.0
81,8,FRONTUSDT,161.0,0.6211,5319.0,0.62485,0.6233,0.6273,3323.57715,215.57325,161.0,161.0
82,9,FRONTUSDT,562.0,0.6207,5319.0,0.62485,0.6233,0.6273,3323.57715,215.57325,562.0,562.0
83,10,FRONTUSDT,345.0,0.6202,5319.0,0.62485,0.6233,0.6273,3323.57715,215.57325,345.0,345.0
84,11,FRONTUSDT,4191.0,0.6201,5319.0,0.62485,0.6233,0.6273,3323.57715,215.57325,4191.0,4191.0
85,12,FRONTUSDT,253.0,0.6163,5319.0,0.62485,0.6233,0.6273,3323.57715,215.57325,253.0,253.0
86,13,FRONTUSDT,226.0,0.6143,5319.0,0.62485,0.6233,0.6273,3323.57715,215.57325,226.0,226.0
87,14,FRONTUSDT,558.0,0.6142,5319.0,0.62485,0.6233,0.6273,3323.57715,215.57325,558.0,558.0
88,0,C98USDT,0.0,0.3446,3648.1000000000004,0.34525,0.3444,0.3452,1259.5065250000002,348.529875,0.0,0.0
89,1,C98USDT,0.0,0.3445,3648.1000000000004,0.34525,0.3444,0.3452,1259.5065250000002,348.529875,0.0,0.0
90,2,C98USDT,8200.2,0.3444,3648.1000000000004,0.34525,0.3444,0.3452,1259.5065250000002,348.529875,0.0,0.0
91,3,C98USDT,15367.9,0.3443,3648.1000000000004,0.34525,0.3444,0.3452,1259.5065250000002,348.529875,15367.9,15367.9
92,4,C98USDT,6219.1,0.3442,3648.1000000000004,0.34525,0.3444,0.3452,1259.5065250000002,348.529875,6219.1,6219.1
93,5,C98USDT,10500.2,0.3441,3648.1000000000004,0.34525,0.3444,0.3452,1259.5065250000002,348.529875,10500.2,10500.2
94,6,C98USDT,20798.9,0.344,3648.1000000000004,0.34525,0.3444,0.3452,1259.5065250000002,348.529875,20798.9,20798.9
95,7,C98USDT,21938.2,0.3439,3648.1000000000004,0.34525,0.3444,0.3452,1259.5065250000002,348.529875,21938.2,21938.2
96,8,C98USDT,19499.8,0.3438,3648.1000000000004,0.34525,0.3444,0.3452,1259.5065250000002,348.529875,19499.8,19499.8
97,9,C98USDT,15265.8,0.3437,3648.1000000000004,0.34525,0.3444,0.3452,1259.5065250000002,348.529875,15265.8,15265.8
98,10,C98USDT,14542.1,0.3436,3648.1000000000004,0.34525,0.3444,0.3452,1259.5065250000002,348.529875,14542.1,14542.1
99,11,C98USDT,16629.0,0.3435,3648.1000000000004,0.34525,0.3444,0.3452,1259.5065250000002,348.529875,16629.0,16629.0
100,12,C98USDT,24088.4,0.3434,3648.1000000000004,0.34525,0.3444,0.3452,1259.5065250000002,348.529875,24088.4,24088.4
101,13,C98USDT,18533.7,0.3432,3648.1000000000004,0.34525,0.3444,0.3452,1259.5065250000002,348.529875,18533.7,18533.7
102,14,C98USDT,13972.2,0.3431,3648.1000000000004,0.34525,0.3444,0.3452,1259.5065250000002,348.529875,13972.2,13972.2
103,0,SYSUSDT,0.0,0.1464,976.0,0.1466,0.1464,0.1466,143.0816,0.0,0.0,0.0
104,1,SYSUSDT,4592.0,0.1458,976.0,0.1466,0.1464,0.1466,143.0816,0.0,4592.0,4592.0
105,0,AUCTIONUSDT,9.2,27.72,11.8,27.761499999999998,27.72,27.75,327.5857,0.0,0.0,0.0
106,1,AUCTIONUSDT,104.59,27.71,11.8,27.761499999999998,27.72,27.75,327.5857,0.0,104.59,104.59
107,2,AUCTIONUSDT,128.7,27.69,11.8,27.761499999999998,27.72,27.75,327.5857,0.0,128.7,128.7
108,3,AUCTIONUSDT,70.78,27.3,11.8,27.761499999999998,27.72,27.75,327.5857,0.0,70.78,70.78
109,0,MBOXUSDT,143.2,0.3367,11510.5,0.33799999999999997,0.3375,0.3383,3890.5489999999995,1147.4424,143.2,143.2
110,1,MBOXUSDT,4534.1,0.3352,11510.5,0.33799999999999997,0.3375,0.3383,3890.5489999999995,1147.4424,4534.1,4534.1
111,2,MBOXUSDT,13893.2,0.333,11510.5,0.33799999999999997,0.3375,0.3383,3890.5489999999995,1147.4424,13893.2,13893.2
112,3,MBOXUSDT,2605.2,0.3327,11510.5,0.33799999999999997,0.3375,0.3383,3890.5489999999995,1147.4424,2605.2,2605.2
113,4,MBOXUSDT,169.9,0.3304,11510.5,0.33799999999999997,0.3375,0.3383,3890.5489999999995,1147.4424,169.9,169.9
114,5,MBOXUSDT,1275.3,0.3301,11510.5,0.33799999999999997,0.3375,0.3383,3890.5489999999995,1147.4424,1275.3,1275.3
115,6,MBOXUSDT,168.9,0.3263,11510.5,0.33799999999999997,0.3375,0.3383,3890.5489999999995,1147.4424,168.9,168.9
116,7,MBOXUSDT,5004.8,0.326,11510.5,0.33799999999999997,0.3375,0.3383,3890.5489999999995,1147.4424,5004.8,5004.8
117,0,ATAUSDT,373.0,0.1373,400.0,0.13740000000000002,0.1372,0.1374,54.96000000000001,100.30200000000002,0.0,0.0
118,1,ATAUSDT,7787.0,0.1368,400.0,0.13740000000000002,0.1372,0.1374,54.96000000000001,100.30200000000002,7787.0,7787.0
119,2,ATAUSDT,36582.0,0.1366,400.0,0.13740000000000002,0.1372,0.1374,54.96000000000001,100.30200000000002,36582.0,36582.0
120,3,ATAUSDT,2482.0,0.1364,400.0,0.13740000000000002,0.1372,0.1374,54.96000000000001,100.30200000000002,2482.0,2482.0
121,4,ATAUSDT,29579.0,0.1363,400.0,0.13740000000000002,0.1372,0.1374,54.96000000000001,100.30200000000002,29579.0,29579.0
122,0,DYDXUSDT,0.0,3.444,2827.48,3.4459999999999997,3.441,3.445,9743.496079999999,42.31688,0.0,0.0
123,1,DYDXUSDT,1318.74,3.443,2827.48,3.4459999999999997,3.441,3.445,9743.496079999999,42.31688,0.0,0.0
124,2,DYDXUSDT,9059.05,3.442,2827.48,3.4459999999999997,3.441,3.445,9743.496079999999,42.31688,0.0,0.0
125,3,DYDXUSDT,12671.39,3.441,2827.48,3.4459999999999997,3.441,3.445,9743.496079999999,42.31688,0.0,0.0
126,4,DYDXUSDT,29438.08,3.44,2827.48,3.4459999999999997,3.441,3.445,9743.496079999999,42.31688,29438.08,29438.08
127,5,DYDXUSDT,7334.65,3.439,2827.48,3.4459999999999997,3.441,3.445,9743.496079999999,42.31688,7334.65,7334.65
128,6,DYDXUSDT,3222.52,3.438,2827.48,3.4459999999999997,3.441,3.445,9743.496079999999,42.31688,3222.52,3222.52
129,7,DYDXUSDT,3573.33,3.437,2827.48,3.4459999999999997,3.441,3.445,9743.496079999999,42.31688,3573.33,3573.33
130,8,DYDXUSDT,17987.4,3.436,2827.48,3.4459999999999997,3.441,3.445,9743.496079999999,42.31688,17987.4,17987.4
131,9,DYDXUSDT,8116.7,3.435,2827.48,3.4459999999999997,3.441,3.445,9743.496079999999,42.31688,8116.7,8116.7
132,10,DYDXUSDT,4965.07,3.432,2827.48,3.4459999999999997,3.441,3.445,9743.496079999999,42.31688,4965.07,4965.07
133,11,DYDXUSDT,3575.63,3.431,2827.48,3.4459999999999997,3.441,3.445,9743.496079999999,42.31688,3575.63,3575.63
134,12,DYDXUSDT,347.99,3.429,2827.48,3.4459999999999997,3.441,3.445,9743.496079999999,42.31688,347.99,347.99
135,13,DYDXUSDT,4766.13,3.428,2827.48,3.4459999999999997,3.441,3.445,9743.496079999999,42.31688,4766.13,4766.13
136,14,DYDXUSDT,227.21,3.427,2827.48,3.4459999999999997,3.441,3.445,9743.496079999999,42.31688,227.21,227.21
137,15,DYDXUSDT,3066.63,3.426,2827.48,3.4459999999999997,3.441,3.445,9743.496079999999,42.31688,3066.63,3066.63
138,16,DYDXUSDT,95.8,3.307,2827.48,3.4459999999999997,3.441,3.445,9743.496079999999,42.31688,95.8,95.8
139,17,DYDXUSDT,3595.32,3.306,2827.48,3.4459999999999997,3.441,3.445,9743.496079999999,42.31688,3595.32,3595.32
140,18,DYDXUSDT,185.64,1.24,2827.48,3.4459999999999997,3.441,3.445,9743.496079999999,42.31688,0.0,0.0
141,19,DYDXUSDT,69.94,1.111,2827.48,3.4459999999999997,3.441,3.445,9743.496079999999,42.31688,0.0,0.0
142,0,ILVUSDT,0.0,98.79,1.755,98.77799999999999,98.63,98.79,173.35538999999997,157.15579799999998,0.0,0.0
143,1,ILVUSDT,0.0,98.78,1.755,98.77799999999999,98.63,98.79,173.35538999999997,157.15579799999998,0.0,0.0
144,2,ILVUSDT,0.0,98.77,1.755,98.77799999999999,98.63,98.79,173.35538999999997,157.15579799999998,0.0,0.0
145,3,ILVUSDT,0.003,98.76,1.755,98.77799999999999,98.63,98.79,173.35538999999997,157.15579799999998,0.0,0.0
146,4,ILVUSDT,0.158,98.75,1.755,98.77799999999999,98.63,98.79,173.35538999999997,157.15579799999998,0.0,0.0
147,5,ILVUSDT,0.081,98.74,1.755,98.77799999999999,98.63,98.79,173.35538999999997,157.15579799999998,0.0,0.0
148,6,ILVUSDT,0.076,98.73,1.755,98.77799999999999,98.63,98.79,173.35538999999997,157.15579799999998,0.0,0.0
149,7,ILVUSDT,2.085,98.72,1.755,98.77799999999999,98.63,98.79,173.35538999999997,157.15579799999998,0.0,0.0
150,8,ILVUSDT,0.084,98.71,1.755,98.77799999999999,98.63,98.79,173.35538999999997,157.15579799999998,0.0,0.0
151,9,ILVUSDT,11.188,98.7,1.755,98.77799999999999,98.63,98.79,173.35538999999997,157.15579799999998,0.0,0.0
152,10,ILVUSDT,2.77,98.69,1.755,98.77799999999999,98.63,98.79,173.35538999999997,157.15579799999998,0.0,0.0
153,11,ILVUSDT,16.322,98.68,1.755,98.77799999999999,98.63,98.79,173.35538999999997,157.15579799999998,0.0,0.0
154,12,ILVUSDT,0.878,98.67,1.755,98.77799999999999,98.63,98.79,173.35538999999997,157.15579799999998,0.0,0.0
155,13,ILVUSDT,28.613,98.66,1.755,98.77799999999999,98.63,98.79,173.35538999999997,157.15579799999998,0.0,0.0
156,14,ILVUSDT,49.209,98.65,1.755,98.77799999999999,98.63,98.79,173.35538999999997,157.15579799999998,0.0,0.0
157,15,ILVUSDT,0.8,98.63,1.755,98.77799999999999,98.63,98.79,173.35538999999997,157.15579799999998,0.0,0.0
158,16,ILVUSDT,10.56,98.61,1.755,98.77799999999999,98.63,98.79,173.35538999999997,157.15579799999998,10.56,10.56
159,17,ILVUSDT,0.086,98.6,1.755,98.77799999999999,98.63,98.79,173.35538999999997,157.15579799999998,0.086,0.086
160,18,ILVUSDT,0.634,98.58,1.755,98.77799999999999,98.63,98.79,173.35538999999997,157.15579799999998,0.634,0.634
161,19,ILVUSDT,20.08,98.57,1.755,98.77799999999999,98.63,98.79,173.35538999999997,157.15579799999998,20.08,20.08
162,20,ILVUSDT,1.118,98.33,1.755,98.77799999999999,98.63,98.79,173.35538999999997,157.15579799999998,1.118,1.118
163,0,BEAMXUSDT,0.0,0.031293,171278.0,0.031365000000000004,0.031315,0.031387,5372.134470000001,1520.3242800000003,0.0,0.0
164,0,ALPACAUSDT,183.5,0.1939,1312.3000000000002,0.19390000000000002,0.1936,0.1941,254.45497000000006,35.580650000000006,0.0,0.0
165,1,ALPACAUSDT,22287.8,0.1938,1312.3000000000002,0.19390000000000002,0.1936,0.1941,254.45497000000006,35.580650000000006,0.0,0.0
166,2,ALPACAUSDT,5513.0,0.1935,1312.3000000000002,0.19390000000000002,0.1936,0.1941,254.45497000000006,35.580650000000006,5513.0,5513.0
167,3,ALPACAUSDT,2412.1,0.1923,1312.3000000000002,0.19390000000000002,0.1936,0.1941,254.45497000000006,35.580650000000006,2412.1,2412.1
168,0,RAYUSDT,1037.8,0.9421,945.6,0.9435,0.9425,0.9437,892.1736000000001,2656.7073,1037.8,1037.8
169,1,RAYUSDT,0.0,0.9419,945.6,0.9435,0.9425,0.9437,892.1736000000001,2656.7073,0.0,0.0
170,2,RAYUSDT,68.4,0.922,945.6,0.9435,0.9425,0.9437,892.1736000000001,2656.7073,68.4,68.4
171,0,LPTUSDT,1426.45,13.71,9.74,13.7605,13.74,13.76,134.02727000000002,134.02727000000002,1426.45,1426.45
172,1,LPTUSDT,1672.83,13.7,9.74,13.7605,13.74,13.76,134.02727000000002,134.02727000000002,1672.83,1672.83
173,2,LPTUSDT,1372.31,13.69,9.74,13.7605,13.74,13.76,134.02727000000002,134.02727000000002,1372.31,1372.31
174,0,FRONTUSDT,40.0,0.6233,5319.0,0.62485,0.6233,0.6273,3323.57715,215.57325,0.0,0.0
175,1,FRONTUSDT,3149.0,0.6226,5319.0,0.62485,0.6233,0.6273,3323.57715,215.57325,3149.0,3149.0
176,2,FRONTUSDT,7615.0,0.6222,5319.0,0.62485,0.6233,0.6273,3323.57715,215.57325,7615.0,7615.0
177,3,FRONTUSDT,4690.0,0.6217,5319.0,0.62485,0.6233,0.6273,3323.57715,215.57325,4690.0,4690.0
178,4,FRONTUSDT,2497.0,0.6215,5319.0,0.62485,0.6233,0.6273,3323.57715,215.57325,2497.0,2497.0
179,0,ATAUSDT,0.0,0.1373,400.0,0.13740000000000002,0.1372,0.1374,54.96000000000001,100.30200000000002,0.0,0.0
180,1,ATAUSDT,97661.0,0.1372,400.0,0.13740000000000002,0.1372,0.1374,54.96000000000001,100.30200000000002,0.0,0.0
181,2,ATAUSDT,70879.0,0.1371,400.0,0.13740000000000002,0.1372,0.1374,54.96000000000001,100.30200000000002,70879.0,70879.0
182,3,ATAUSDT,63976.0,0.1369,400.0,0.13740000000000002,0.1372,0.1374,54.96000000000001,100.30200000000002,63976.0,63976.0
183,4,ATAUSDT,3382.0,0.1364,400.0,0.13740000000000002,0.1372,0.1374,54.96000000000001,100.30200000000002,3382.0,3382.0
184,5,ATAUSDT,28799.0,0.1363,400.0,0.13740000000000002,0.1372,0.1374,54.96000000000001,100.30200000000002,28799.0,28799.0
185,6,ATAUSDT,2667.0,0.136,400.0,0.13740000000000002,0.1372,0.1374,54.96000000000001,100.30200000000002,2667.0,2667.0
186,0,C98USDT,3074.6,0.3443,3648.1000000000004,0.34525,0.3444,0.3452,1259.5065250000002,348.529875,3074.6,3074.6
187,1,C98USDT,21342.2,0.3441,3648.1000000000004,0.34525,0.3444,0.3452,1259.5065250000002,348.529875,21342.2,21342.2
188,2,C98USDT,20516.4,0.344,3648.1000000000004,0.34525,0.3444,0.3452,1259.5065250000002,348.529875,20516.4,20516.4
189,3,C98USDT,24989.3,0.3439,3648.1000000000004,0.34525,0.3444,0.3452,1259.5065250000002,348.529875,24989.3,24989.3
190,4,C98USDT,26200.4,0.3438,3648.1000000000004,0.34525,0.3444,0.3452,1259.5065250000002,348.529875,26200.4,26200.4
191,5,C98USDT,20315.4,0.3437,3648.1000000000004,0.34525,0.3444,0.3452,1259.5065250000002,348.529875,20315.4,20315.4
192,6,C98USDT,14815.3,0.3436,3648.1000000000004,0.34525,0.3444,0.3452,1259.5065250000002,348.529875,14815.3,14815.3
193,7,C98USDT,27354.3,0.3434,3648.1000000000004,0.34525,0.3444,0.3452,1259.5065250000002,348.529875,27354.3,27354.3
194,8,C98USDT,20506.0,0.343,3648.1000000000004,0.34525,0.3444,0.3452,1259.5065250000002,348.529875,20506.0,20506.0
195,9,C98USDT,48277.5,0.3429,3648.1000000000004,0.34525,0.3444,0.3452,1259.5065250000002,348.529875,48277.5,48277.5
196,10,C98USDT,14991.2,0.3427,3648.1000000000004,0.34525,0.3444,0.3452,1259.5065250000002,348.529875,14991.2,14991.2
197,11,C98USDT,51954.5,0.3426,3648.1000000000004,0.34525,0.3444,0.3452,1259.5065250000002,348.529875,51954.5,51954.5
198,12,C98USDT,231.0,0.3364,3648.1000000000004,0.34525,0.3444,0.3452,1259.5065250000002,348.529875,231.0,231.0
199,0,DEXEUSDT,22.8,4.002,405.91,4.095000000000001,4.089,4.098,1662.2014500000002,744.7167000000002,22.8,22.8
200,0,AUCTIONUSDT,69.33,27.71,11.8,27.761499999999998,27.72,27.75,327.5857,0.0,69.33,69.33
201,1,AUCTIONUSDT,87.5,27.68,11.8,27.761499999999998,27.72,27.75,327.5857,0.0,87.5,87.5
202,2,AUCTIONUSDT,293.06,27.57,11.8,27.761499999999998,27.72,27.75,327.5857,0.0,293.06,293.06
203,3,AUCTIONUSDT,139.1,27.55,11.8,27.761499999999998,27.72,27.75,327.5857,0.0,139.1,139.1
204,4,AUCTIONUSDT,2.32,27.16,11.8,27.761499999999998,27.72,27.75,327.5857,0.0,2.32,2.32
205,0,MBOXUSDT,8806.1,0.324,11510.5,0.33799999999999997,0.3375,0.3383,3890.5489999999995,1147.4424,0.0,8806.1
206,1,MBOXUSDT,3039.2,0.3238,11510.5,0.33799999999999997,0.3375,0.3383,3890.5489999999995,1147.4424,0.0,3039.2
207,0,DYDXUSDT,9785.26,3.442,2827.48,3.4459999999999997,3.441,3.445,9743.496079999999,42.31688,0.0,0.0
208,0,ILVUSDT,0.0,98.76,1.755,98.77799999999999,98.63,98.79,173.35538999999997,157.15579799999998,0.0,0.0
